Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
"Micronesia, Federated States", 34 , - , - , - , - , 3 , D , D , - , - , D , D , D , D , - , - , D , - , - , - , 4 , - , - , - , D , - , D , - , - , - , D , - , D , - , - , - , - , - , - , D , - , - , - , D , - , - , 6 , - , D , - , - , D , D , - , - , - , - 
Moldova," 1,680 ", 17 , 14 , 11 , 4 , 328 , 21 , 11 , 3 , - , 149 , 47 , - , 3 , D , 148 , 8 , D , 3 , D , 17 , 3 , 24 , 95 , 13 , 33 , - , 22 , 5 , D , 16 , 4 , 29 , 5 , 93 , 54 , 4 , 37 , 8 , 72 , 61 , D , D , 14 , - , 16 , 26 , - , - , 7 , 11 , 44 , 169 , D , 8 , 6 , 8 
Monaco, D , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mongolia, 468 , D , - , 4 , D , 143 , 34 , D , - , D , 5 , D , - , D , 3 , 75 , 4 , - , D , - , - , - , 8 , - , 3 , 4 , - , 11 , - , 3 , 5 , D , 7 , D , 6 , 5 , D , 3 , D , D , 4 , - , - , - , - , 5 , 6 , - , - , 5 , - , 79 , 19 , D , 4 , - , 4 
Montenegro, 205 , D , - , D , - , 14 , - , 6 , - , - , 6 , - , - , - , - , 14 , - , - , D , - , - , - , - , 3 , 34 , - , - , - , - , - , - , - , 9 , - , 107 , D , - , D , - , - , 4 , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - 
Montserrat, 52 , - , - , - , - , D , - , D , - , - , 7 , D , - , - , - , - , - , - , - , - , - , - , D , 13 , - , - , - , - , - , - , - , - , 5 , - , 18 , - , - , - , - , - , - , D , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - 
Morocco," 2,644 ", 11 , D , 14 , 7 , 157 , 44 , 74 , 10 , 17 , 353 , 50 , - , - , 3 , 72 , 22 , 11 , 6 , 21 , 9 , D , 39 , 334 , 39 , 26 , 6 , 14 , - , 4 , 10 , 9 , 167 , 11 , 274 , 104 , D , 89 , 28 , 5 , 151 , D , 13 , 19 , - , 17 , 125 , - , - , D , 4 , 206 , 29 , 6 , 11 , D , 16 
Mozambique, 43 , - , - , - , - , 5 , - , - , - , D , 5 , D , - , - , - , D , D , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , 12 , - , D , - , - , - , - , D , - , - , D , - , - , - , 8 , - , - , - , - , D , D , - , - , - , 1 
Namibia, 29 , - , - , D , D , 6 , D , D , - , - , 3 , - , - , D , - , - , - , - , - , - , - , - , - , D , 3 , - , - , - , - , - , - , D , - , - , D , - , - , D , D , - , D , - , - , - , - , - , D , - , D , - , - , - , D , - , - , - , - 
Nepal," 5,352 ", 21 , 6 , 35 , 9 , 534 , 169 , 70 , 12 , 7 , 75 , 87 , - , 3 , 15 , 90 , 30 , 35 , 45 , 118 , 20 , D , 206 , 281 , 56 , 70 , D , 40 , - , 69 , 17 , 68 , 88 , 9 , 718 , 150 , 10 , 468 , 37 , 41 , 338 , - , 12 , 12 , 19 , 30 , 570 , D , 3 , 23 , 35 , 375 , 90 , 4 , 54 , 4 , 69 
Netherlands, 851 , D , D , 17 , D , 157 , 22 , 12 , D , D , 94 , 23 , D , 4 , 6 , 24 , 8 , 5 , 3 , - , 6 , 4 , 14 , 31 , 37 , 6 , 3 , 5 , D , D , 7 , 8 , 26 , D , 49 , 22 , D , 25 , 5 , 24 , 30 , D , D , 11 , D , 8 , 52 , - , - , 5 , 3 , 34 , 19 , - , 16 , - , 4 
Netherlands Antilles (former), 48 , - , - , - , - , 5 , - , D , - , - , 13 , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , 12 , D , - , D , - , - , D , - , - , D , - , - , 3 , - , D , - , D , - , - , - , - , - , 1 
New Caledonia, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
New Zealand, 577 , 4 , D , 15 , 4 , 143 , 34 , 6 , D , D , 23 , 6 , D , 9 , 4 , 7 , D , 3 , D , 5 , D , 3 , 6 , 22 , 6 , 8 , 3 , 10 , 5 , D , 8 , 3 , 9 , 7 , 28 , 12 , - , 8 , 6 , 21 , 17 , - , D , 3 , D , 12 , 35 , - , - , 17 , - , 14 , 27 , D , D , D , 4 
Nicaragua," 4,277 ", 10 , 3 , 18 , 11 , 941 , 11 , 25 , D , 10 ," 2,050 ", 59 , - , D , 5 , 30 , 20 , 9 , 6 , 6 , 79 , D , 78 , 16 , 12 , 10 , 10 , 15 , - , 5 , 38 , D , 113 , 5 , 142 , 55 , - , 19 , 4 , 10 , 22 , 6 , D , 14 , D , 22 , 215 , - , - , 8 , - , 80 , 23 , D , 25 , D , 26 
Niger, 110 , D , - , D , - , - , D , - , - , - , D , D , - , - , - , D , 10 , - , D , - , - , D , 7 , 3 , 5 , D , - , - , - , 4 , - , D , D , - , 20 , 17 , - , 7 , - , - , 18 , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , 2 
Nigeria," 8,459 ", 44 , 9 , 56 , 15 , 694 , 52 , 82 , 51 , 46 , 305 , 600 , D , 3 , 5 , 379 , 253 , 27 , 39 , 38 , 45 , 4 , 708 , 261 , 137 , 153 , 15 , 76 , - , 22 , 27 , 19 , 499 , 12 , 699 , 215 , 9 , 210 , 70 , 33 , 238 , - , 62 , 44 , 5 , 98 ," 1,731 ", D , D , 14 , 5 , 160 , 53 , 14 , 45 , 4 , 69 
Northern Mariana Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - 
Norway, 93 , - , - , - , - , 19 , D , D , - , - , 13 , 3 , - , D , D , D , D , D , D , - , D , - , - , 3 , D , 3 , - , - , 3 , - , - , - , 5 , D , D , D , - , - , D , 3 , D , - , D , - , - , D , 7 , - , - , - , - , 5 , 6 , - , D , - , - 
Oman, 44 , - , - , D , D , 3 , - , - , - , - , D , - , - , - , - , D , - , - , - , D , D , - , D , D , D , - , - , - , - , - , - , - , 4 , - , 4 , - , - , D , D , D , 3 , - , - , D , - , - , 6 , - , - , - , - , 7 , D , - , - , - , - 
Pakistan," 10,414 ", 52 , D , 50 , 29 ," 1,138 ", 36 , 190 , 37 , 17 , 427 , 255 , D , 10 , 5 , 663 , 92 , 20 , 61 , 43 , 77 , 3 , 311 , 249 , 280 , 69 , 12 , 93 , 4 , 15 , 49 , 18 , 793 , 24 ," 1,779 ", 209 , D , 163 , 78 , 31 , 372 , D , 22 , 31 , 5 , 81 ," 1,493 ", D , - , 35 , 4 , 681 , 121 , 14 , 74 , 6 , 85 
Palau, 28 , - , D , - , - , 5 , - , D , - , - , - , D , 5 , D , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , D , - , - , - , - , - , - , 3 , - , - , - , - , D , 4 , - , - , - , - 
Panama," 1,308 ", 9 , D , 21 , 8 , 113 , 5 , 7 , D , 3 , 300 , 68 , D , D , D , 26 , 11 , 4 , 7 , 11 , 9 , D , 26 , 27 , 8 , 8 , 7 , 11 , D , 8 , 14 , 5 , 49 , D , 177 , 47 , - , 18 , 8 , 5 , 20 , 15 , 6 , 14 , D , 21 , 109 , - , - , 7 , D , 49 , 13 , D , 4 , 3 , 11 
Papua New Guinea, 17 , D , - , D , - , 4 , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , 3 , D , - , D , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - 
Paraguay, 401 , D , - , 4 , - , 31 , D , 14 , - , D , 76 , 6 , - , - , - , D , - , - , D , D , D , - , 13 , 8 , D , - , D , 3 , - , D , D , - , 36 , D , 134 , 7 , - , D , D , 3 , 5 , 3 , - , D , - , D , 16 , - , - , D , - , 11 , D , D , D , - , 4 
Peru," 10,043 ", 26 , 12 , 75 , 19 ," 1,351 ", 94 , 335 , 10 , 32 ," 2,494 ", 217 , D , 9 , 24 , 121 , 46 , 20 , 23 , 36 , 19 , 9 , 226 , 165 , 31 , 28 , 5 , 39 , 3 , 19 , 78 , 16 ," 1,291 ", 23 ," 1,232 ", 159 , D , 105 , 38 , 51 , 120 , 27 , 19 , 44 , 3 , 36 , 418 , - , - , 163 , 10 , 478 , 84 , 8 , 38 , 5 , 106 
Philippines," 38,816 ", 145 , 485 , 498 , 94 ," 15,871 ", 211 , 266 , 83 , 41 ," 2,103 ", 278 , 690 ," 1,389 ", 85 ," 1,592 ", 259 , 106 , 150 , 158 , 148 , 54 , 599 , 255 , 385 , 159 , 76 , 227 , 49 , 57 ," 1,219 ", 55 ," 1,886 ", 144 ," 2,170 ", 463 , 23 , 427 , 163 , 338 , 507 , D , 50 , 212 , 23 , 174 ," 1,773 ", D , 145 , 93 , 20 , 913 , 970 , 50 , 161 , 24 , 281 
Pitcairn Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Poland," 6,370 ", 8 , 7 , 40 , 4 , 290 , 55 , 451 , 8 , 6 , 351 , 39 , - , 3 , 4 ," 1,834 ", 35 , 7 , 3 , 7 , 6 , 6 , 31 , 211 , 138 , 17 , 6 , 27 , D , 10 , 38 , 11 , 858 , 12 ," 1,128 ", 56 , 5 , 52 , 16 , 19 , 203 , D , 27 , 19 , - , 19 , 92 , D , D , 10 , 6 , 49 , 43 , 3 , 52 , D , 40 
Portugal," 2,031 ", - , D , 4 , D , 183 , 3 , 109 , D , 4 , 94 , 10 , - , 3 , 7 , 6 , - , D , - , D , D , D , 9 , 507 , 5 , D , D , D , - , D , 3 , 11 , 540 , D , 193 , 11 , - , D , D , D , 47 , - , 167 , 9 , - , D , 19 , - , - , D , - , 28 , 7 , - , - , - , 29 
Qatar, 92 , D , - , D , D , 10 , - , - , - , - , 6 , 5 , - , - , - , 4 , D , D , D , D , D , - , 3 , D , 8 , D , - , D , - , - , - , - , D , - , 8 , D , - , D , - , D , D , - , - , - , - , - , 19 , - , - , - , - , 5 , 3 , - , - , - , 1 
Romania," 3,104 ", 15 , 4 , 86 , 12 , 392 , 42 , 40 , 9 , 11 , 362 , 116 , - , 4 , 12 , 299 , 32 , 13 , 6 , 9 , 16 , 9 , 30 , 68 , 198 , 15 , 4 , 27 , 4 , 8 , 31 , 20 , 105 , 9 , 253 , 75 , - , 104 , 5 , 84 , 88 , D , 6 , 30 , D , 28 , 143 , D , - , 10 , 3 , 95 , 114 , 5 , 23 , 6 , 20 
Russia," 6,225 ", 23 , 35 , 50 , 12 ," 1,146 ", 120 , 79 , 18 , 14 , 653 , 118 , D , 15 , 18 , 181 , 41 , 23 , 18 , 31 , 18 , 22 , 105 , 260 , 75 , 67 , 4 , 66 , 10 , 9 , 67 , 24 , 352 , 14 , 846 , 114 , 3 , 141 , 32 , 155 , 224 , D , 12 , 74 , D , 52 , 209 , D , 3 , 29 , 10 , 185 , 315 , 4 , 55 , D , 67 
Rwanda, 343 , D , - , 15 , D , 13 , 11 , 3 , - , - , 4 , 4 , - , - , 8 , 8 , 7 , 15 , D , 14 , - , 11 , 10 , 14 , 17 , 4 , - , 3 , - , - , - , 7 , D , - , 20 , 12 , 4 , 25 , - , 6 , 18 , - , D , D , - , 6 , 42 , - , - , 8 , D , 6 , 9 , - , D , - , 8 
Saint Helena, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saint Kitts and Nevis, 281 , D , - , D , - , D , - , 8 , 6 , - , 71 , 14 , - , - , - , D , - , - , - , D , - , - , 5 , 16 , D , - , - , - , - , - , - , - , 13 , - , 51 , 9 , - , D , D , - , 5 , 5 , D , D , - , D , 9 , - , 41 , - , - , 9 , - , - , - , - , 3 
Saint Lucia, 604 , D , D , D , - , 11 , 3 , 34 , - , D , 90 , 12 , - , D , - , - , D , - , - , D , 4 , - , 11 , 16 , 5 , 3 , D , D , - , - , D , - , 48 , - , 242 , 6 , - , 7 , - , - , 13 , D , D , - , - , D , 36 , - , 35 , - , - , 3 , D , D , - , - , 5 
Saint Vincent and the Grenadines, 401 , D , - , 3 , D , 6 , - , D , D , D , 42 , 10 , - , - , - , D , - , - , - , - , 3 , - , 7 , 15 , D , - , - , - , - , - , D , D , 22 , - , 236 , 7 , - , D , D , - , 20 , - , - , - , - , 3 , D , - , D , - , - , 6 , D , - , - , - , 2 
Samoa, 168 , - , 8 , D , - , 59 , - , - , - , - , 3 , 4 , - , 17 , - , - , D , - , D , - , - , - , D , - , D , - , - , 9 , - , - , 6 , D , D , - , - , D , - , - , D , 5 , - , - , - , - , - , 3 , D , - , - , 18 , - , D , 19 , - , - , - , - 
San Marino, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Sao Tome and Principe, 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia, 990 , 5 , D , 19 , D , 148 , 6 , 10 , D , - , 69 , 19 , D , D , D , 71 , 13 , 4 , 12 , 8 , 8 , 5 , 11 , 15 , 54 , 25 , 3 , 12 , D , 3 , 5 , D , 45 , D , 70 , 26 , - , 39 , 9 , 10 , 26 , - , 3 , 4 , D , 9 , 109 , - , - , D , - , 56 , 18 , D , 13 , - , 13 
Senegal, 848 , - , - , 4 , D , 29 , 14 , 8 , D , 5 , 14 , 40 , - , D , - , 17 , 20 , D , 3 , 15 , D , - , 56 , 29 , 18 , 6 , D , 13 , - , D , D , D , 35 , - , 200 , 32 , - , 105 , 4 , 5 , 21 , - , 34 , D , D , 20 , 42 , - , D , D , D , 18 , 9 , 3 , 7 , - , 3 
Serbia, 596 , - , 4 , 12 , - , 84 , 7 , 6 , - , D , 59 , 8 , - , - , 5 , 107 , 13 , 3 , - , D , 3 , - , 8 , 8 , 23 , 5 , - , 6 , - , D , 10 , 4 , 23 , - , 76 , 8 , D , 11 , - , 4 , 24 , - , D , 3 , - , 3 , 20 , - , - , - , - , 14 , 11 , - , 12 , - , 2 
Serbia and Montenegro (former), 805 , - , 3 , 12 , D , 98 , 7 , 17 , D , 4 , 60 , 11 , - , - , 3 , 71 , 10 , 5 , D , 8 , - , - , 11 , 12 , 70 , 11 , - , 10 , D , D , 9 , 7 , 58 , - , 165 , 11 , D , 27 , D , 3 , 24 , - , D , 3 , D , 3 , 19 , - , - , 3 , D , 7 , 11 , - , 11 , - , 8 
Seychelles, 11 , - , - , D , - , D , - , - , - , - , - , D , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , 1 
Sierra Leone," 1,177 ", D , D , 13 , - , 53 , 5 , 5 , 13 , 8 , 24 , 36 , - , D , D , 6 , 7 , 3 , D , - , D , - , 197 , 50 , 18 , 22 , D , 10 , - , D , 3 , D , 95 , - , 106 , 23 , 3 , 75 , 5 , 5 , 126 , - , D , 5 , D , 8 , 51 , - , - , D , - , 150 , 15 , - , 4 , - , 17 
Singapore, 332 , D , D , 3 , - , 92 , 12 , 9 , - , D , 18 , D , - , D , D , 9 , 4 , - , D , D , D , - , 7 , 17 , D , 5 , D , D , - , - , D , 3 , 19 , D , 29 , 5 , - , D , 5 , 5 , 7 , - , 3 , D , - , 4 , 23 , - , - , 3 , - , 11 , 12 , - , D , - , 1 
Sint Maarten, 22 , - , - , D , - , D , - , D , - , - , 6 , - , - , - , - , D , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , 3 , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - 
Slovakia, 394 , - , - , 7 , - , 33 , 6 , 14 , D , D , 52 , 3 , - , D , D , 18 , D , - , D , D , D , D , 7 , 9 , 5 , 3 , D , D , D , D , D , D , 76 , 3 , 55 , 11 , - , 7 , D , 4 , 19 , - , - , 7 , - , 3 , 8 , - , - , D , - , 13 , D , - , D , - , 2 
Slovenia, 57 , - , - , D , - , 14 , D , - , - , - , 7 , D , - , - , - , D , - , - , - , D , - , D , D , D , D , - , - , D , - , - , - , - , D , D , 12 , - , - , - , D , - , D , - , - , - , - , D , - , - , - , - , - , D , D , - , - , - , - 
Solomon Islands, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Somalia," 3,979 ", D , 24 , 68 , - , 107 , 78 , 4 , - , 4 , 5 , 54 , - , - , 24 , 48 , 19 , 66 , 72 , 182 , D , 92 , 8 , 71 , 30 ," 1,342 ", - , 86 , - , 136 , 8 , 11 , - , - , 93 , 19 , 44 , 572 , - , 83 , 26 , - , - , D , 17 , 72 , 122 , - , - , 32 , 13 , 42 , 183 , D , 88 , - , 28 
South Africa," 2,262 ", 18 , 4 , 41 , 12 , 358 , 60 , 40 , D , 5 , 307 , 92 , - , 3 , 7 , 69 , 20 , 8 , 16 , 25 , 7 , 8 , 33 , 62 , 36 , 24 , 10 , 24 , 6 , 9 , 16 , 5 , 79 , 9 , 123 , 104 , 5 , 43 , 19 , 47 , 59 , D , 6 , 39 , 5 , 36 , 178 , - , D , 27 , 7 , 58 , 56 , 4 , 12 , 3 , 13 
South Sudan, 109 , - , D , 5 , - , 5 , D , - , - , D , D , - , - , - , D , - , - , 9 , 4 , 3 , - , D , - , 4 , 6 , 5 , D , 3 , - , 18 , D , D , - , - , 4 , D , D , D , D , - , 3 , - , - , - , D , 7 , 6 , - , - , D , D , - , 4 , - , - , - , - 
Soviet Union (former)," 2,252 ", 8 , 10 , 28 , 5 , 398 , 49 , 29 , 10 , 8 , 220 , 33 , - , D , 7 , 95 , 12 , 10 , 11 , 10 , 14 , 4 , 50 , 126 , 39 , 36 , D , 20 , 8 , 13 , 16 , 19 , 156 , 6 , 274 , 39 , 3 , 43 , 7 , 33 , 75 , - , D , 9 , D , 19 , 82 , - , D , 5 , 6 , 69 , 84 , D , 30 , D , 13 
Spain," 1,674 ", 6 , 3 , 24 , D , 239 , 23 , 30 , 3 , 18 , 353 , 26 , D , 4 , 3 , 59 , 9 , 5 , 3 , 5 , 7 , 3 , 24 , 71 , 26 , 10 , - , 18 , D , 3 , 6 , 8 , 129 , D , 165 , 24 , - , 23 , D , 15 , 43 , 33 , 5 , 21 , D , 7 , 94 , D , - , 15 , D , 41 , 25 , D , 17 , D , 13 
Sri Lanka," 1,480 ", 4 , D , 15 , 3 , 317 , 14 , 32 , D , 5 , 65 , 32 , - , D , 3 , 35 , 14 , 7 , 15 , 16 , 3 , D , 69 , 37 , 27 , 21 , - , 6 , D , 6 , 14 , 4 , 110 , 5 , 234 , 27 , - , 40 , 6 , 13 , 44 , - , 4 , 3 , - , 5 , 104 , - , D , 10 , D , 54 , 23 , - , 10 , - , 16 
Sudan," 1,611 ", 8 , 25 , 68 , D , 68 , 33 , 19 , - , 3 , 44 , 43 , - , D , 10 , 39 , 26 , 112 , 22 , 15 , 6 , 21 , 34 , 33 , 40 , 40 , - , 29 , D , 77 , 4 , 7 , 30 , - , 117 , 61 , 13 , 66 , 6 , 6 , 57 , - , D , 12 , 13 , 28 , 138 , - , - , 25 , D , 126 , 42 , 5 , 16 , - , 18 
Suriname, 176 , D , - , D , - , 4 , - , 5 , - , - , 35 , 4 , - , - , - , - , D , - , - , - , - , - , D , D , D , D , - , D , - , - , D , - , 12 , - , 81 , 8 , - , D , - , - , 4 , - , - , - , - , - , 4 , - , - , - , - , D , - , - , D , - , - 
Sweden, 797 , D , 4 , 14 , D , 206 , 20 , 24 , - , 3 , 82 , 16 , - , 5 , 6 , 16 , 5 , D , 4 , D , 3 , 8 , 13 , 29 , 12 , 6 , D , 7 , - , D , 3 , 4 , 35 , 5 , 63 , 32 , - , 10 , D , 9 , 20 , - , 4 , 4 , - , 9 , 32 , - , - , 9 , 5 , 19 , 23 , - , 12 , 3 , 4 
Switzerland, 436 , - , 3 , 8 , D , 84 , 9 , 9 , D , D , 56 , 6 , - , 4 , D , 12 , D , 3 , - , D , D , - , D , 18 , 5 , 4 , D , 6 , D , D , 5 , D , 26 , 6 , 54 , 14 , - , 6 , - , 4 , 10 , D , - , 5 , 5 , 3 , 19 , - , - , D , D , 9 , 9 , - , 5 , - , 5 
Syria," 2,475 ", 11 , - , 38 , 6 , 667 , 10 , 50 , 5 , 4 , 194 , 27 , - , D , D , 201 , 31 , 8 , 10 , 15 , 3 , D , 24 , 74 , 170 , 7 , 6 , 24 , - , 6 , 7 , 3 , 173 , - , 97 , 34 , D , 96 , 20 , 19 , 135 , D , 21 , 13 , D , 17 , 113 , - , D , D , D , 51 , 16 , 14 , 20 , - , 22 
Taiwan," 4,576 ", 8 , 6 , 40 , 11 ," 2,101 ", 28 , 29 , 7 , 7 , 119 , 68 , 8 , 29 , 10 , 86 , 31 , 4 , 18 , 20 , 5 , 5 , 82 , 105 , 58 , 21 , 4 , 24 , D , 5 , 58 , 7 , 182 , 10 , 434 , 57 , - , 48 , 13 , 72 , 73 , - , D , 15 , D , 24 , 323 , - , - , 24 , D , 67 , 175 , 3 , 26 , D , 18 
Tajikistan, 261 , - , - , D , D , 20 , 16 , 5 , - , - , 7 , D , - , - , - , 5 , D , - , D , - , - , - , 6 , 3 , - , 3 , - , D , - , 15 , D , - , 23 , D , 60 , 4 , - , D , - , 11 , 13 , - , D , D , - , D , 12 , - , - , D , - , 28 , 8 , D , D , - , 2 
Tanzania, 561 , 11 , D , 9 , D , 41 , 3 , 8 , 7 , D , 41 , 18 , - , - , 4 , 22 , 7 , 22 , 16 , 12 , D , D , 13 , 24 , 11 , 8 , D , 9 , D , 7 , D , 5 , 24 , D , 31 , 10 , D , 26 , 4 , 6 , 20 , - , - , 6 , - , 18 , 59 , - , - , 3 , 3 , 15 , 9 , 3 , 3 , - , 8 
Thailand," 5,324 ", 17 , 58 , 68 , 20 ," 1,267 ", 87 , 47 , 8 , 5 , 352 , 81 , 5 , 42 , 24 , 164 , 105 , 56 , 42 , 70 , 21 , 25 , 54 , 181 , 81 , 283 , 9 , 34 , 6 , 88 , 74 , 11 , 80 , 12 , 321 , 147 , 3 , 102 , 48 , 122 , 90 , - , 17 , 31 , 24 , 46 , 249 , 4 , 4 , 36 , 13 , 148 , 150 , 10 , 198 , 3 , 81 
Timor-Leste, D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Togo, 893 , 4 , - , 6 , - , 23 , 13 , 28 , 4 , 12 , 11 , 41 , - , D , - , 102 , 12 , 58 , 6 , 7 , 3 , D , 74 , 16 , 3 , 41 , - , 17 , - , 56 , 5 , - , 23 , - , 113 , 36 , D , 20 , D , - , 19 , - , D , 10 , - , 7 , 44 , D , - , 4 , D , 39 , 9 , - , 5 , - , 12 
Tonga, 319 , - , 6 , 12 , - , 159 , D , - , - , - , 5 , - , - , 31 , 3 , - , - , - , - , - , - , - , - , - , D , D , - , D , - , D , 13 , - , D , - , - , - , - , D , - , 6 , - , - , - , - , - , D , 9 , - , - , 50 , - , - , 15 , - , - , - , 1 
Trinidad and Tobago," 4,378 ", 6 , 3 , 9 , D , 80 , 9 , 54 , 11 , 22 , 872 , 140 , D , D , 3 , 17 , 18 , D , 6 , 4 , 19 , D , 149 , 114 , 26 , 10 , 8 , 9 , - , D , 16 , 3 , 320 , 4 ," 1,830 ", 69 , D , 23 , 11 , 9 , 187 , D , 8 , 19 , - , 19 , 139 , D , 5 , D , D , 57 , 9 , D , 13 , 3 , 29 
Tunisia, 306 , - , - , D , D , 51 , 6 , 4 , D , D , 42 , 9 , - , - , - , 10 , 7 , 3 , - , - , - , - , 9 , 8 , 8 , D , D , 3 , - , D , D , - , 8 , - , 33 , 6 , - , 6 , D , D , 26 , - , - , D , - , 5 , 18 , - , - , D , - , 15 , 4 , - , 4 , D , 3 
Turkey," 3,275 ", 10 , 6 , 28 , 13 , 413 , 15 , 91 , 16 , 15 , 266 , 64 , D , D , D , 110 , 26 , 11 , 13 , 11 , 25 , 4 , 51 , 105 , 36 , 27 , 4 , 36 , D , 4 , 14 , 7 , 448 , 3 , 564 , 31 , - , 80 , 20 , 23 , 121 , D , 11 , 20 , D , 27 , 234 , 4 , - , D , - , 154 , 56 , 3 , 21 , - , 24 
Turkmenistan, 117 , - , - , D , D , 22 , D , D , - , - , 12 , D , - , - , - , 3 , - , - , - , - , - , - , D , 3 , D , D , - , D , - , - , 4 , D , 6 , - , 22 , 3 , - , D , D , - , D , - , - , - , - , - , D , - , - , D , - , 8 , 4 , D , 8 , - , - 
Turks and Caicos Islands, 40 , - , - , - , - , - , - , - , - , - , 34 , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - 
Tuvalu, D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Uganda, 703 , 3 , D , 8 , D , 87 , 18 , 6 , - , 4 , 16 , 21 , - , - , D , 17 , 9 , 9 , 3 , 4 , D , D , 43 , 175 , 10 , 12 , - , D , - , D , 4 , 4 , 23 , D , 15 , 11 , D , 21 , 13 , 5 , 21 , - , 4 , D , D , 13 , 56 , - , - , D , - , 20 , 11 , D , D , D , 13 
