Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Montserrat, 37 , D , - , - , - , D , - , D , - , - , 6 , D , - , - , - , - , - , - , - , - , - , - , D , 10 , - , D , - , - , - , - , - , - , - , - , 8 , - , - , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , D 
Morocco," 2,462 ", 7 , D , 27 , 4 , 138 , 47 , 44 , 4 , 12 , 281 , 62 , - , D , 5 , 94 , 23 , 9 , 12 , 21 , 12 , D , 68 , 334 , 32 , 34 , 5 , 11 , D , 5 , 17 , 10 , 91 , 3 , 226 , 92 , D , 68 , 22 , 9 , 132 , 3 , 9 , 19 , D , 26 , 130 , - , - , 9 , - , 228 , 25 , D , 14 , D , 27 
Mozambique, 32 , - , - , - , - , D , - , D , - , - , 3 , 3 , - , - , - , - , - , - , - , - , - , - , 5 , D , - , - , - , - , - , - , - , - , D , - , D , - , - , D , - , - , D , - , - , - , - , D , 4 , - , - , D , - , 3 , - , - , - , - , - 
Namibia, 39 , D , - , D , D , - , D , D , - , D , 4 , 6 , - , D , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , D , - , - , D , - , D , D , - , - , - , D , 4 , - , - , - , - , D , D , - , - , - , - , D , D , - , D , - , D 
Nauru, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Nepal," 5,793 ", 32 , D , 54 , 13 , 534 , 207 , 50 , 7 , 5 , 43 , 133 , - , 10 , 10 , 88 , 9 , 84 , 36 , 87 , 15 , 4 , 401 , 253 , 65 , 105 , 5 , 36 , D , 56 , 17 , 38 , 61 , 5 , 530 , 211 , 27 , 402 , 22 , 21 , 251 , - , 9 , 8 , 42 , 85 ," 1,002 ", D , D , 57 , 26 , 391 , 123 , - , 37 , D , 80 
Netherlands, 667 , 7 , - , 20 , D , 104 , 19 , 8 , - , D , 82 , 26 , - , 3 , - , 18 , 5 , 5 , - , 3 , 7 , D , 12 , 28 , 12 , 15 , - , 6 , 3 , - , 8 , D , 12 , D , 30 , 17 , D , 11 , D , 6 , 18 , - , D , 7 , D , 16 , 62 , - , D , 8 , D , 27 , 25 , 3 , 8 , D , 9 
Netherlands Antilles (former), 48 , - , - , - , - , D , D , D , - , - , 16 , 4 , - , - , - , - , - , - , - , - , D , - , D , D , D , - , - , - , - , - , D , - , - , - , 7 , D , - , - , - , - , D , - , - , - , - , - , 6 , - , - , - , - , D , - , - , - , - , D 
New Caledonia, 6 , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D 
New Zealand, 577 , 3 , 4 , 13 , 3 , 131 , 34 , 7 , D , D , 27 , 7 , - , 9 , 4 , 12 , 4 , 5 , D , 3 , 4 , 3 , 5 , 19 , 4 , 5 , D , 9 , 4 , D , 18 , D , 3 , - , 32 , 14 , D , 11 , D , 11 , 11 , - , D , 5 , D , 9 , 43 , D , - , 22 , D , 17 , 32 , - , D , - , 10 
Nicaragua," 3,474 ", 7 , D , 29 , 9 , 578 , 14 , 10 , 3 , 14 ," 1,751 ", 62 , - , - , 4 , 16 , 16 , 10 , 5 , 3 , 56 , - , 103 , 12 , 9 , 11 , 4 , 17 , D , 5 , 53 , - , 60 , 6 , 85 , 65 , - , 16 , 6 , 7 , 18 , 7 , - , 13 , 3 , 24 , 207 , D , D , 10 , - , 60 , 21 , D , 17 , D , 39 
Niger, 112 , D , - , - , 3 , 3 , D , D , - , D , D , 3 , - , - , - , D , 5 , D , - , - , D , - , 9 , 3 , D , - , - , - , - , - , - , - , 3 , - , 22 , 16 , - , 6 , D , - , 16 , - , - , D , - , - , 3 , - , - , D , - , - , D , - , - , - , D 
Nigeria," 8,929 ", 57 , D , 95 , 25 , 545 , 60 , 68 , 41 , 56 , 228 , 663 , D , 5 , - , 380 , 222 , 19 , 35 , 20 , 56 , 7 ," 1,273 ", 248 , 73 , 192 , 9 , 108 , 4 , 12 , 34 , 11 , 352 , 12 , 604 , 201 , 14 , 147 , 41 , 31 , 193 , - , 40 , 49 , D , 124 ," 2,091 ", 8 , - , 18 , 4 , 173 , 64 , 9 , 45 , D , 157 
North Macedonia, 577 , - , D , 11 , D , 24 , 6 , 21 , D , - , 38 , 3 , - , - , - , 94 , 32 , 6 , 4 , - , D , - , - , 11 , 26 , D , D , 4 , - , - , 9 , 3 , 88 , D , 63 , 9 , - , 24 , 3 , D , 5 , - , D , 4 , - , 3 , 21 , - , - , - , 3 , 18 , 8 , - , 17 , - , 7 
Northern Mariana Islands, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - 
Norway, 270 , 3 , - , 11 , - , 26 , 18 , D , - , - , 37 , 9 , - , D , - , D , 4 , 3 , 3 , D , 3 , D , 4 , 14 , D , 8 , D , D , 4 , - , 9 , D , 4 , - , 10 , 11 , - , 5 , D , 4 , 4 , - , - , D , D , 12 , 19 , - , - , 5 , D , 3 , 13 , - , D , - , 3 
Oman, 66 , - , - , D , - , 13 , D , - , - , D , 3 , 3 , - , - , - , 3 , - , - , D , - , - , - , 3 , 3 , - , D , - , D , - , - , D , - , D , - , D , - , - , - , - , D , 5 , - , - , D , - , D , 10 , - , - , - , - , D , - , D , D , - , 3 
Pakistan," 9,975 ", 55 , - , 67 , 18 ," 1,098 ", 38 , 172 , 44 , 15 , 328 , 299 , - , 3 , 9 , 678 , 74 , 26 , 50 , 24 , 83 , - , 578 , 235 , 178 , 72 , 8 , 91 , - , 16 , 63 , 14 , 504 , 17 ," 1,496 ", 236 , - , 107 , 53 , 31 , 207 , D , 16 , 21 , D , 75 ," 1,776 ", - , D , 52 , - , 725 , 155 , 9 , 53 , - , 102 
Palau, 23 , - , - , D , - , D , D , - , - , - , D , D , D , D , - , - , - , - , - , D , - , - , D , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , D , - , - , D , D , - , - , - , D , D , - , - , - , D 
Panama, 989 , 13 , D , 16 , 5 , 73 , 10 , 5 , 7 , - , 239 , 56 , - , - , - , 12 , 4 , D , 5 , D , 12 , - , 38 , 19 , 6 , 4 , 5 , 8 , D , - , 13 , D , 17 , D , 123 , 36 , - , 9 , 6 , 5 , 12 , 7 , - , 11 , D , 14 , 115 , D , D , 8 , D , 28 , 13 , D , 4 , - , 15 
Papua New Guinea, 20 , - , - , - , - , 3 , - , - , - , - , 4 , D , - , D , - , - , - , D , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , - 
Paraguay, 278 , D , - , D , D , 15 , 3 , 6 , - , D , 53 , 6 , - , - , - , D , D , D , D , D , D , - , 33 , 3 , D , D , - , D , - , - , D , D , 15 , - , 73 , 5 , - , D , D , D , 3 , 3 , - , - , - , D , 15 , D , - , 7 , - , 5 , 4 , - , D , - , 4 
Peru," 6,910 ", 33 , 7 , 70 , 17 , 861 , 93 , 193 , 8 , 20 ," 1,778 ", 181 , - , 4 , 20 , 92 , 34 , 6 , 27 , 12 , 25 , 5 , 291 , 134 , 26 , 38 , 6 , 32 , D , 10 , 90 , 6 , 646 , 9 , 570 , 153 , D , 51 , 29 , 32 , 83 , 20 , 7 , 44 , D , 52 , 318 , D , - , 209 , 4 , 378 , 78 , 11 , 14 , D , 74 
Philippines," 33,417 ", 249 , 186 , 753 , 127 ," 11,937 ", 251 , 176 , 50 , 39 ," 1,484 ", 332 , 402 ," 1,408 ", 73 ," 1,324 ", 214 , 95 , 146 , 67 , 204 , 23 , 958 , 221 , 285 , 243 , 98 , 242 , 27 , 67 ," 2,065 ", 31 , 921 , 125 ," 1,361 ", 429 , 38 , 267 , 108 , 207 , 272 , 4 , 20 , 204 , 36 , 308 ," 2,291 ", 71 , 108 , 188 , 19 , 883 ," 1,229 ", 29 , 132 , 18 , 372 
Poland," 4,653 ", 8 , - , 60 , D , 243 , 63 , 297 , 5 , D , 242 , 35 , - , 4 , 3 ," 1,571 ", 26 , D , D , D , 12 , 7 , 47 , 119 , 90 , 14 , - , 12 , 3 , D , 44 , 7 , 416 , 8 , 696 , 40 , 4 , 32 , 4 , 8 , 118 , D , 12 , 25 , D , 30 , 118 , 6 , - , 11 , D , 60 , 47 , - , 39 , D , 52 
Portugal," 1,081 ", 3 , - , 5 , D , 118 , 4 , 71 , - , D , 55 , 9 , - , D , 3 , 5 , D , - , - , D , D , - , 32 , 306 , D , 7 , - , D , D , D , 4 , 3 , 197 , - , 86 , 10 , - , D , - , D , 17 , - , 59 , 6 , - , 7 , 18 , - , - , D , D , 13 , 5 , - , - , - , 19 
Qatar, 120 , - , - , - , D , 14 , D , D , - , - , 4 , 4 , - , D , - , 4 , D , D , D , - , - , - , D , - , 8 , D , - , D , - , D , D , - , 4 , - , 9 , 5 , - , 6 , D , - , D , - , - , D , - , 4 , 21 , - , - , - , - , 13 , D , - , - , - , D 
Romania," 2,320 ", 17 , D , 121 , 7 , 308 , 21 , 24 , 7 , 5 , 257 , 110 , - , 9 , 17 , 187 , 25 , 4 , 4 , 3 , 24 , D , 60 , 50 , 95 , 15 , 5 , 18 , D , 3 , 55 , 5 , 48 , 7 , 160 , 59 , 3 , 56 , D , 36 , 56 , D , 3 , 26 , 6 , 36 , 128 , - , - , 9 , - , 58 , 130 , 3 , 11 , 3 , 19 
Russia," 5,360 ", 30 , 20 , 59 , 6 ," 1,005 ", 99 , 58 , 5 , 16 , 616 , 118 , - , 12 , 16 , 184 , 30 , 11 , 20 , 10 , 16 , 10 , 142 , 187 , 48 , 80 , D , 22 , 7 , 12 , 72 , 8 , 173 , 7 , 795 , 118 , 3 , 66 , 17 , 82 , 159 , - , 6 , 65 , 3 , 58 , 244 , D , D , 37 , 6 , 145 , 349 , 5 , 30 , 4 , 63 
Rwanda, 410 , - , D , 27 , D , 12 , 5 , D , D , - , - , 6 , - , - , 5 , 19 , 12 , 6 , 3 , 13 , - , 22 , 11 , 17 , 15 , 3 , - , 11 , - , D , 3 , 8 , D , - , 22 , 7 , 6 , 16 , D , 5 , 7 , - , D , D , D , 9 , 83 , - , - , 23 , - , 6 , 10 , - , D , - , 5 
Saint Helena, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Saint Kitts and Nevis, 211 , D , - , D , - , 3 , - , 3 , - , - , 39 , 11 , - , D , - , - , - , - , D , - , D , - , 8 , 6 , 3 , D , D , D , - , - , - , - , 7 , - , 44 , 4 , - , - , D , - , 3 , D , - , D , - , D , 10 , - , 38 , - , - , 8 , - , - , - , - , 7 
Saint Lucia, 574 , 3 , - , D , - , 9 , - , 30 , D , D , 79 , 20 , - , - , - , 3 , D , - , D , - , 8 , D , 12 , 20 , D , - , - , - , - , - , D , D , 17 , - , 254 , 8 , - , 3 , - , - , 7 , - , - , D , - , D , 33 , D , 29 , - , - , 7 , D , D , 3 , - , 12 
Saint Vincent and the Grenadines, 363 , D , - , D , - , 6 , - , D , - , - , 29 , 9 , - , - , - , D , - , - , - , - , D , - , 7 , 8 , - , - , - , - , - , - , - , - , 18 , - , 223 , 6 , - , - , D , D , 16 , - , D , D , - , D , 4 , - , 9 , - , - , 3 , D , - , - , - , 10 
Samoa, 159 , - , 4 , D , - , 37 , D , - , - , - , D , D , - , 19 , D , - , - , - , D , - , - , - , D , - , - , D , - , - , D , - , 7 , - , 3 , - , D , - , - , - , D , D , - , - , - , - , - , D , 4 , - , - , 42 , - , - , 26 , - , - , - , D 
San Marino, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Sao Tome and Principe, 5 , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia, 998 , 8 , D , 11 , D , 131 , 17 , 12 , - , 5 , 43 , 22 , - , - , - , 54 , 10 , 8 , 8 , D , 3 , D , 33 , 18 , 35 , 44 , D , 15 , - , 5 , 9 , D , 40 , 5 , 80 , 27 , - , 44 , 5 , 10 , 17 , - , - , - , D , 19 , 132 , - , - , 9 , - , 60 , 28 , D , 5 , - , 12 
Senegal, 742 , 8 , D , 3 , - , 23 , 10 , 4 , - , 3 , 10 , 43 , - , - , - , 7 , 9 , 3 , D , 17 , 5 , - , 73 , 18 , 13 , 5 , 3 , 7 , - , - , 4 , - , 19 , D , 155 , 27 , D , 80 , 4 , 6 , 18 , - , 14 , 9 , D , 21 , 42 , - , D , D , D , 19 , 24 , - , 6 , - , 20 
Serbia, 569 , - , D , 11 , D , 71 , 6 , 6 , D , 4 , 88 , 7 , - , D , D , 104 , 4 , D , D , 4 , D , - , 15 , 5 , 6 , 3 , - , 3 , - , D , 17 , D , 14 , D , 76 , 9 , - , 10 , D , 3 , 12 , - , - , - , - , 6 , 25 , D , D , D , - , 24 , 8 , D , 7 , - , 3 
Serbia and Montenegro (former), 494 , 3 , - , 15 , D , 43 , 7 , 18 , - , 6 , 37 , 12 , - , - , D , 45 , D , 4 , - , 3 , D , - , 8 , 9 , 35 , 3 , - , 11 , - , D , 10 , 4 , 22 , - , 112 , 5 , - , 11 , D , D , 6 , - , - , - , D , 4 , 9 , - , - , D , - , 16 , 6 , - , 6 , - , 10 
Seychelles, 13 , - , - , - , - , D , D , - , - , - , D , D , - , - , - , - , - , - , - , - , - , - , D , D , - , D , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - 
Sierra Leone," 1,319 ", 4 , D , 17 , D , 37 , 3 , 6 , 12 , 11 , 20 , 46 , - , - , - , 7 , 3 , 5 , 3 , - , D , - , 345 , 43 , 12 , 31 , - , 5 , - , D , 5 , D , 68 , - , 122 , 34 , 4 , 77 , D , D , 125 , D , 3 , D , - , 10 , 74 , - , - , - , - , 136 , 10 , - , D , - , 26 
Singapore, 255 , 6 , - , D , D , 69 , 3 , - , - , D , 7 , 6 , - , - , D , 4 , D , D , D , D , - , - , 5 , 8 , 5 , 3 , - , - , - , - , 4 , D , 13 , D , 21 , 7 , D , 5 , D , 3 , 3 , - , - , 3 , - , 3 , 33 , D , - , D , - , 5 , 19 , - , - , - , D 
Sint Maarten, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Slovakia, 275 , D , - , 3 , D , 34 , 10 , 9 , - , D , 38 , 8 , - , 5 , D , 19 , 3 , D , - , D , D , D , 7 , 10 , - , 4 , - , 3 , - , - , 6 , - , 24 , - , 31 , 6 , - , 3 , 3 , D , 8 , - , - , D , - , D , 14 , - , - , - , - , 5 , D , D , D , - , D 
Slovenia, 68 , D , - , D , D , 14 , D , D , - , D , 4 , D , - , - , - , 4 , - , D , - , - , D , - , D , D , D , - , - , D , - , - , - , - , D , - , 5 , - , - , D , - , - , D , - , - , - , - , 5 , 6 , D , - , D , D , D , D , - , - , - , D 
Solomon Islands, D , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Somalia," 5,684 ", - , 18 , 89 , D , 54 , 140 , D , - , D , 4 , 62 , - , - , 9 , 36 , 7 , 47 , 68 , 136 , D , 59 , 15 , 81 , 35 ," 2,613 ", - , 114 , - , 190 , 8 , D , D , - , 91 , 32 , 70 , 566 , D , 91 , 31 , - , D , - , 25 , 124 , 146 , - , D , 72 , 7 , 34 , 306 , - , 135 , - , 155 
South Africa," 2,084 ", 27 , - , 47 , 10 , 290 , 68 , 21 , 5 , 7 , 244 , 121 , - , 6 , 8 , 47 , 10 , 9 , 14 , 6 , 12 , 5 , 48 , 57 , 20 , 30 , 8 , 16 , D , 12 , 26 , 4 , 44 , 4 , 102 , 87 , 9 , 25 , 8 , 34 , 41 , - , D , 41 , 3 , 49 , 224 , D , - , 35 , 5 , 79 , 70 , 5 , 16 , D , 19 
South Sudan, 101 , - , D , 4 , D , - , D , - , - , - , D , D , - , - , - , D , D , 18 , D , D , - , D , D , 4 , D , 3 , D , D , - , 7 , D , - , - , - , D , 3 , 3 , - , D , D , D , - , - , - , D , 5 , 13 , D , - , 4 , - , - , 7 , - , D , - , - 
Soviet Union (former)," 1,589 ", 7 , 6 , 18 , D , 318 , 30 , 25 , D , 6 , 133 , 41 , D , 3 , 3 , 55 , 7 , 9 , 4 , 9 , 6 , D , 45 , 95 , 8 , 18 , - , 9 , - , D , 20 , D , 79 , 3 , 203 , 33 , D , 16 , D , 18 , 49 , D , - , 21 , D , 19 , 78 , D , - , 8 , D , 59 , 79 , D , 13 , - , 19 
Spain," 1,517 ", 5 , D , 24 , 3 , 211 , 26 , 26 , D , 17 , 331 , 23 , - , 7 , D , 41 , 11 , 7 , 5 , 6 , 8 , 4 , 46 , 51 , 13 , 15 , D , 14 , 3 , - , 12 , 4 , 51 , 7 , 157 , 29 , - , 13 , D , 12 , 32 , 16 , D , 16 , D , 12 , 109 , 7 , - , 13 , D , 52 , 38 , D , 11 , - , 18 
Sri Lanka," 1,140 ", 4 , D , 7 , 3 , 248 , 14 , 13 , - , D , 33 , 16 , - , D , - , 42 , 5 , 5 , 14 , D , 9 , D , 90 , 27 , 16 , 23 , - , D , D , 3 , 32 , D , 56 , D , 165 , 25 , - , 16 , 7 , 9 , 22 , - , D , 8 , - , 6 , 114 , - , - , 10 , - , 38 , 30 , - , 6 , - , 10 
Sudan," 1,753 ", 8 , 9 , 71 , D , 72 , 64 , 8 , - , 7 , 24 , 52 , - , - , 22 , 45 , 25 , 146 , 22 , 15 , 6 , 12 , 70 , 36 , 54 , 55 , D , 37 , - , 91 , 10 , 10 , 23 , - , 97 , 81 , 10 , 45 , 4 , 4 , 41 , - , - , 6 , 13 , 49 , 134 , - , - , 47 , D , 131 , 49 , - , 16 , - , 26 
Suriname, 91 , D , - , - , - , 5 , D , 4 , - , - , 24 , D , - , - , - , - , - , - , - , - , - , - , D , D , - , D , - , D , - , D , D , - , 8 , - , 31 , - , - , D , - , - , D , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - 
Sweden, 731 , 5 , D , 14 , 4 , 190 , 23 , 15 , D , 5 , 75 , 18 , - , 7 , 3 , 23 , 5 , - , D , 3 , 3 , D , 6 , 24 , 7 , 12 , D , 4 , D , - , 11 , 7 , 13 , D , 63 , 20 , - , 10 , 5 , D , 8 , D , D , 5 , - , 7 , 45 , D , - , 14 , D , 20 , 25 , D , D , - , 11 
Switzerland, 365 , 3 , D , 8 , D , 75 , 12 , 7 , D , 3 , 50 , 8 , - , D , D , 8 , D , - , - , - , - , - , 6 , 7 , 6 , 4 , D , 4 , 3 , D , - , 4 , 12 , D , 33 , 6 , D , 3 , D , 5 , 7 , - , - , D , D , 5 , 28 , - , - , 6 , 5 , 12 , 8 , - , 3 , D , 3 
Syria," 2,455 ", 11 , - , 53 , D , 740 , 13 , 42 , 4 , 6 , 154 , 37 , - , - , 8 , 159 , 29 , 7 , 12 , 8 , 14 , D , 32 , 85 , 108 , 14 , D , 15 , D , 11 , 21 , D , 115 , D , 117 , 37 , - , 93 , 7 , 21 , 111 , D , 12 , 7 , D , 22 , 171 , D , - , 10 , D , 65 , 17 , 7 , 15 , - , 30 
Taiwan," 3,422 ", 16 , D , 22 , 4 ," 1,498 ", 34 , 27 , 5 , 3 , 58 , 56 , 4 , 17 , 10 , 66 , 15 , 5 , 8 , 4 , 9 , D , 81 , 97 , 42 , 22 , D , 28 , D , 3 , 64 , 8 , 82 , 7 , 228 , 70 , D , 23 , 10 , 45 , 45 , - , D , 11 , D , 21 , 323 , D , - , 40 , D , 55 , 192 , D , 15 , D , 31 
Tajikistan, 251 , - , - , D , D , 30 , 14 , D , - , D , 12 , 4 , - , - , - , 8 , D , D , D , - , D , - , 5 , - , D , 6 , - , 5 , D , 9 , D , - , 11 , - , 70 , D , - , D , - , D , 12 , - , - , 4 , - , D , 10 , - , - , D , - , 11 , 4 , - , D , - , 9 
Tanzania, 530 , 6 , - , 16 , 4 , 25 , 5 , 4 , 4 , 5 , 21 , 19 , - , - , 5 , 25 , 9 , 20 , 13 , 5 , D , - , 44 , 23 , 15 , 15 , - , 9 , D , D , 4 , - , 5 , 5 , 18 , 17 , D , 24 , 3 , D , 6 , - , D , - , 6 , 12 , 79 , - , - , 8 , D , 17 , 11 , D , 4 , - , 6 
Thailand," 5,572 ", 48 , 28 , 143 , 36 , 934 , 117 , 50 , 4 , D , 268 , 175 , 5 , 32 , 20 , 146 , 89 , 114 , 48 , 54 , 24 , 12 , 116 , 154 , 47 , 448 , 16 , 52 , 7 , 156 , 157 , 21 , 35 , 17 , 288 , 160 , 4 , 62 , 20 , 77 , 91 , - , 9 , 39 , 38 , 91 , 411 , 11 , 3 , 103 , 6 , 165 , 171 , 7 , 169 , D , 69 
Togo, 927 , 9 , - , 12 , - , 14 , 19 , 16 , 3 , 9 , 13 , 59 , - , - , - , 68 , 13 , 52 , 3 , 6 , 3 , - , 137 , 11 , 8 , 54 , D , 11 , - , 26 , D , 3 , 12 , - , 105 , 46 , D , 22 , D , D , 26 , - , D , 6 , 7 , 14 , 49 , D , - , 6 , D , 36 , 5 , - , 13 , - , 21 
Tonga, 300 , - , D , 7 , - , 109 , - , - , - , - , D , - , - , 14 , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , 6 , - , - , - , - , D , - , - , - , D , D , - , - , - , - , - , 11 , - , - , 112 , - , 4 , 18 , D , - , D , 5 
Trinidad and Tobago," 3,027 ", 10 , D , 12 , - , 59 , 6 , 34 , 12 , 26 , 548 , 112 , - , D , D , 18 , 13 , D , D , 4 , 21 , - , 165 , 82 , 14 , 15 , 4 , 3 , - , D , 8 , - , 179 , D ," 1,178 ", 32 , D , 13 , 6 , 5 , 89 , - , 7 , 17 , - , 23 , 154 , D , 3 , D , - , 49 , 20 , 3 , 5 , D , 61 
Tunisia, 295 , 6 , D , 4 , D , 49 , 4 , D , D , 3 , 38 , 7 , - , D , - , 9 , 5 , D , - , - , D , D , 14 , 6 , 6 , D , D , 3 , 3 , - , 7 , D , 7 , 3 , 16 , 7 , - , 8 , D , D , 10 , D , - , - , - , 9 , 19 , D , - , D , D , 14 , 3 , D , 4 , - , 5 
Turkey," 2,305 ", 19 , D , 22 , 5 , 340 , 40 , 44 , 15 , 8 , 193 , 62 , - , D , D , 70 , 12 , 5 , 7 , 3 , 22 , D , 77 , 80 , 17 , 19 , 5 , 16 , - , 5 , 22 , 8 , 241 , D , 318 , 38 , D , 40 , 5 , 11 , 56 , - , 6 , 18 , D , 19 , 212 , D , - , 6 , - , 103 , 68 , D , 9 , D , 23 
Turkmenistan, 122 , - , - , - , D , 18 , D , - , - , - , 9 , D , - , - , - , 5 , - , - , - , - , D , - , D , 4 , - , - , - , D , - , - , 4 , - , D , D , 27 , D , - , 4 , - , - , D , - , D , - , D , D , 18 , - , - , D , - , 4 , 10 , - , D , - , D 
Turks and Caicos Islands, 28 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Uganda, 727 , 4 , D , 13 , D , 70 , 25 , 6 , - , 5 , 16 , 18 , - , - , D , 21 , 3 , D , 3 , 3 , 3 , 4 , 81 , 193 , 7 , 30 , - , 6 , - , 5 , - , - , 12 , D , 17 , 12 , D , 16 , 5 , 3 , 12 , - , - , 7 , 5 , 9 , 44 , - , - , 3 , - , 23 , 21 , - , 4 , - , 7 
Ukraine," 5,444 ", 20 , 14 , 37 , 6 , 681 , 101 , 86 , 4 , 9 , 381 , 92 , - , 8 , 22 , 467 , 28 , 18 , 14 , 21 , 24 , 3 , 107 , 121 , 103 , 93 , 8 , 44 , 9 , 11 , 48 , 7 , 197 , 7 , 786 , 103 , 5 , 171 , 6 , 140 , 244 , - , D , 98 , 13 , 63 , 160 , D , - , 25 , D , 102 , 631 , - , 29 , D , 70 
United Arab Emirates, 545 , D , - , 9 , - , 94 , 9 , 5 , D , D , 29 , 14 , - , D , - , 24 , 7 , 5 , 3 , - , D , - , 18 , 15 , 21 , 11 , - , 4 , - , - , D , D , 12 , - , 46 , 11 , - , 16 , 8 , 6 , 11 , - , - , 3 , - , 3 , 90 , - , - , 5 , - , 29 , 17 , D , 5 , D , D 
United Kingdom," 8,842 ", 84 , 10 , 220 , 35 ," 1,496 ", 242 , 172 , 18 , 34 , 914 , 302 , - , 21 , 22 , 190 , 74 , 26 , 42 , 24 , 54 , 31 , 196 , 404 , 148 , 101 , 17 , 56 , 17 , 20 , 112 , 44 , 208 , 32 , 706 , 322 , D , 135 , 37 , 90 , 220 , D , 17 , 124 , 5 , 149 , 850 , 16 , 5 , 99 , 16 , 228 , 258 , 7 , 65 , 6 , 115 
United States, 163 , 3 , D , D , D , 34 , D , 3 , - , D , 21 , 5 , - , D , - , - , D , - , - , D , D , - , 4 , 6 , 4 , D , D , D , - , D , 3 , - , 7 , - , 18 , 3 , - , D , D , D , D , - , D , - , - , D , 12 , - , - , - , - , 6 , 4 , - , D , - , 4 
Uruguay, 822 , D , - , 7 , - , 38 , 3 , 16 , - , D , 276 , 60 , - , D , - , 15 , D , - , - , 3 , 3 , D , 25 , 42 , 4 , 10 , - , 3 , - , - , 8 , 4 , 91 , - , 46 , 23 , - , 9 , D , D , 5 , 7 , - , 16 , - , 8 , 41 , D , - , 18 , - , 14 , 3 , - , 6 , - , 8 
