Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Monaco, 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Mongolia, 335 , - , D , D , D , 99 , 11 , D , - , - , 7 , D , - , 5 , - , 52 , 6 , - , 4 , - , - , - , 9 , D , - , 4 , - , D , D , D , 5 , - , D , D , 8 , 8 , - , 4 , - , 4 , 3 , - , - , D , - , - , 7 , - , D , D , - , 53 , 19 , - , 7 , - , D 
Montenegro, 202 , - , - , 3 , - , 8 , - , 9 , - , - , D , - , - , - , - , 8 , - , D , - , - , - , - , - , - , 22 , - , - , - , - , - , - , - , 10 , - , 131 , - , - , - , - , - , D , - , - , - , - , D , 3 , - , - , D , - , - , D , - , - , - , - 
Montserrat, 47 , - , D , - , - , - , - , - , - , D , 5 , 3 , - , - , - , - , - , - , - , - , - , - , - , 9 , - , - , - , - , - , - , - , - , 3 , - , 18 , D , - , D , - , - , D , - , - , - , - , - , D , - , D , - , - , D , - , - , - , - , - 
Morocco," 3,538 ", 6 , - , 23 , 3 , 231 , 37 , 88 , 8 , 13 , 383 , 72 , - , 5 , D , 151 , 26 , 16 , 11 , 13 , 10 , D , 69 , 450 , 35 , 35 , 15 , 9 , D , 6 , 28 , 13 , 245 , 8 , 430 , 130 , - , 106 , 17 , 8 , 206 , - , 11 , 25 , - , 19 , 170 , D , - , 4 , D , 333 , 30 , D , 16 , D , 13 
Mozambique, 34 , - , - , - , - , 3 , D , - , - , - , D , - , - , - , - , D , - , - , - , - , D , - , - , 5 , - , - , - , D , - , - , D , - , 3 , D , 3 , D , - , - , - , - , D , - , D , - , - , - , 4 , - , - , - , - , D , D , - , - , - , - 
Namibia, 31 , - , - , D , - , 4 , - , - , - , - , - , D , - , - , - , D , D , - , - , - , D , D , - , D , - , - , - , - , - , D , D , - , - , - , 4 , D , D , - , D , - , D , - , - , - , D , - , D , - , - , - , - , D , 4 , - , - , - , - 
Nauru, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Nepal," 2,888 ", 15 , 4 , 27 , 3 , 307 , 104 , 53 , D , 7 , 44 , 62 , - , 4 , 7 , 61 , 13 , 12 , 27 , 32 , 9 , 5 , 155 , 179 , 20 , 50 , D , 59 , - , 35 , 11 , 48 , 40 , 6 , 362 , 47 , 6 , 38 , 97 , 17 , 42 , - , 3 , 75 , 4 , 9 , 347 , 4 , D , 31 , D , 322 , 44 , D , 22 , D , 11 
Netherlands, 665 , D , D , 15 , 3 , 110 , 16 , 12 , D , D , 78 , 17 , - , 3 , 5 , 20 , 4 , 3 , 3 , D , 3 , D , 12 , 36 , 24 , 11 , D , 8 , D , 4 , 6 , D , 19 , 3 , 57 , 16 , - , 14 , D , 3 , 19 , - , - , 5 , - , 4 , 53 , - , - , 7 , - , 19 , 25 , D , 8 , - , 4 
Netherlands Antilles (former), 43 , - , - , - , - , D , - , - , - , D , 14 , D , - , - , - , - , - , - , - , - , D , - , 4 , D , - , - , - , - , - , - , - , - , D , - , 10 , D , - , - , - , - , D , D , - , D , - , - , - , - , - , - , - , D , D , - , - , - , - 
New Caledonia, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
New Zealand, 453 , D , D , 3 , D , 107 , 17 , 8 , - , 3 , 20 , 5 , D , 13 , 7 , 8 , D , D , 3 , D , D , D , 10 , 13 , 5 , 13 , - , 3 , D , - , 4 , D , 12 , 5 , 38 , 11 , - , 7 , 3 , 15 , 6 , - , 3 , 6 , - , 3 , 32 , - , - , 9 , D , 18 , 17 , D , 6 , - , 3 
Nicaragua," 3,775 ", 6 , D , 20 , 6 , 803 , 17 , 7 , D , 10 ," 1,884 ", 46 , - , - , 3 , 37 , 11 , 3 , 4 , 8 , 50 , - , 79 , 25 , 8 , 9 , 3 , 7 , - , 7 , 40 , 3 , 93 , 8 , 142 , 54 , - , 10 , 3 , 6 , 29 , 6 , 5 , 24 , - , 14 , 160 , D , - , 10 , - , 87 , 11 , D , 9 , - , 3 
Niger, 161 , - , - , D , 4 , 3 , - , D , - , D , - , D , - , - , - , D , 20 , D , - , - , D , - , 14 , - , 4 , 3 , - , D , - , 5 , - , - , 4 , - , 30 , 18 , - , 13 , - , D , 23 , - , - , - , - , - , D , - , - , - , - , D , 3 , - , D , - , D 
Nigeria," 8,667 ", 20 , 8 , 62 , 16 , 689 , 59 , 78 , 25 , 54 , 234 , 613 , D , D , D , 501 , 177 , 15 , 27 , 33 , 49 , 3 , 991 , 285 , 142 , 201 , 15 , 86 , D , 16 , 40 , 8 , 510 , 19 , 924 , 235 , 5 , 136 , 83 , 17 , 176 , - , 57 , 87 , D , 87 ," 1,529 ", D , - , 14 , D , 202 , 49 , 7 , 46 , 3 , 24 
Northern Mariana Islands, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , - 
Norway, 92 , - , - , D , - , 12 , D , D , - , - , 6 , 3 , - , D , - , D , D , - , - , - , D , D , D , D , D , 4 , - , D , D , - , - , D , D , - , 7 , 4 , D , D , - , D , D , - , - , D , - , D , 10 , - , - , - , - , 7 , 6 , - , D , D , D 
Oman, 41 , D , - , D , - , 5 , D , - , D , - , 4 , 3 , - , - , - , - , D , - , - , - , D , - , D , - , - , D , - , - , - , - , - , - , D , - , 4 , D , - , D , - , - , D , - , - , D , - , D , 3 , - , - , - , - , D , D , - , - , - , - 
Pakistan," 11,210 ", 33 , 8 , 74 , 28 ," 1,485 ", 56 , 194 , 33 , 14 , 404 , 338 , - , 3 , 4 , 823 , 65 , 38 , 44 , 37 , 79 , 7 , 407 , 234 , 258 , 99 , 15 , 127 , D , 18 , 63 , 20 , 769 , 23 ," 1,930 ", 170 , D , 133 , 37 , 29 , 316 , - , 29 , 28 , 6 , 45 ," 1,597 ", - , D , 45 , 6 , 830 , 100 , 20 , 70 , D , 13 
Palau, 50 , - , D , - , - , 7 , D , - , - , - , - , D , 4 , D , - , D , - , - , D , 3 , - , - , - , - , - , - , - , - , - , - , D , - , - , - , D , D , - , - , 5 , D , D , - , - , D , - , D , 3 , D , - , - , - , D , 6 , - , - , - , D 
Panama," 1,277 ", 7 , 3 , 16 , 6 , 117 , 6 , 8 , 3 , 6 , 327 , 57 , - , - , 3 , 29 , 7 , 4 , 5 , 5 , 12 , 3 , 40 , 19 , 5 , 9 , 4 , 11 , - , 3 , 10 , - , 29 , 3 , 200 , 44 , D , 10 , 5 , D , 13 , 11 , 6 , 19 , 3 , 20 , 101 , - , - , 4 , - , 53 , 16 , D , 8 , D , D 
Papua New Guinea, 7 , - , - , D , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - 
Paraguay, 256 , - , - , D , - , 15 , D , D , - , D , 45 , 11 , - , - , - , 4 , D , - , D , - , - , - , 9 , D , D , - , D , D , - , D , 3 , - , 20 , D , 81 , 3 , - , - , - , D , 5 , D , - , D , - , D , 11 , - , - , 3 , - , 20 , - , - , D , - , D 
Peru," 9,572 ", 9 , 6 , 75 , 17 ," 1,376 ", 94 , 262 , 10 , 18 ," 2,458 ", 202 , D , 8 , 17 , 182 , 41 , 10 , 25 , 22 , 28 , 5 , 244 , 164 , 34 , 40 , 9 , 36 , - , 16 , 86 , 6 ," 1,190 ", 15 , 995 , 165 , D , 78 , 30 , 36 , 123 , 38 , 35 , 69 , 9 , 34 , 352 , 5 , - , 192 , 6 , 567 , 56 , 13 , 48 , 3 , 10 
Philippines," 34,591 ", 64 , 304 , 494 , 89 ," 14,022 ", 196 , 249 , 56 , 49 ," 1,538 ", 296 , 558 ," 1,387 ", 48 ," 1,849 ", 206 , 75 , 114 , 121 , 121 , 32 , 565 , 228 , 372 , 218 , 73 , 186 , 36 , 55 ," 1,410 ", 70 ," 1,632 ", 82 ," 1,712 ", 359 , 25 , 320 , 138 , 154 , 358 , D , 38 , 277 , 30 , 199 ," 1,771 ", 32 , 61 , 132 , D , 950 , 888 , 23 , 158 , 18 , 139 
Poland," 8,304 ", 4 , 8 , 61 , 8 , 300 , 66 , 536 , 7 , 5 , 325 , 50 , - , 6 , D ," 2,993 ", 38 , 4 , 6 , 8 , 10 , 8 , 55 , 240 , 178 , 33 , D , 28 , 5 , 5 , 44 , 7 ," 1,066 ", 6 ," 1,464 ", 55 , 3 , 73 , 4 , 20 , 214 , D , 22 , 23 , D , 22 , 99 , D , - , 15 , D , 79 , 40 , D , 40 , D , 9 
Portugal," 1,587 ", - , - , 4 , - , 144 , 8 , 114 , - , D , 70 , 7 , - , - , 3 , D , 3 , - , D , D , - , D , 22 , 430 , 3 , D , - , D , - , D , 7 , 10 , 400 , - , 144 , 7 , - , 8 , - , - , 39 , D , 74 , 5 , - , 3 , 13 , - , - , 3 , - , 44 , 4 , D , - , - , 4 
Puerto Rico, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Qatar, 69 , - , - , D , - , 5 , D , - , - , - , 5 , - , - , - , - , 6 , D , 3 , 4 , - , - , - , D , 3 , D , D , - , D , - , - , - , - , D , - , 6 , D , - , D , - , - , D , - , - , D , - , - , 15 , - , - , - , - , 6 , - , - , D , - , - 
Romania," 3,267 ", 8 , D , 104 , 14 , 463 , 25 , 41 , 5 , 8 , 307 , 137 , D , 9 , 9 , 361 , 21 , 8 , 11 , 11 , 20 , D , 52 , 67 , 224 , 26 , 3 , 25 , 3 , 4 , 62 , 19 , 72 , 9 , 310 , 52 , D , 103 , 10 , 73 , 83 , 4 , D , 35 , 3 , 29 , 160 , - , - , 12 , D , 101 , 130 , 5 , 16 , - , 6 
Russia," 6,824 ", 17 , 34 , 47 , 12 ," 1,241 ", 122 , 86 , 7 , 19 , 534 , 138 , D , 13 , 30 , 252 , 40 , 19 , 27 , 24 , 30 , 14 , 167 , 317 , 81 , 96 , 5 , 64 , 14 , 20 , 88 , 26 , 313 , 20 ," 1,079 ", 130 , 10 , 150 , 26 , 111 , 253 , - , 7 , 65 , 7 , 46 , 250 , D , D , 34 , 7 , 239 , 411 , 12 , 53 , D , 11 
Rwanda, 302 , D , D , 11 , - , 11 , 6 , D , D , - , 8 , 4 , - , - , 5 , 14 , 5 , 11 , - , 9 , - , 6 , 11 , 12 , 14 , 3 , - , 7 , - , 5 , - , D , 4 , 6 , 17 , 12 , D , 16 , - , D , 14 , - , 5 , 7 , - , 5 , 36 , - , - , 12 , - , 10 , 5 , - , D , - , - 
Saint Helena, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saint Kitts-Nevis, 270 , D , - , - , - , 4 , D , 3 , - , D , 66 , 9 , - , - , - , 3 , D , - , - , - , - , - , D , D , D , - , D , D , - , - , D , - , 3 , - , 60 , - , D , D , - , - , 8 , 3 , 3 , D , - , D , 8 , - , 76 , - , - , 5 , D , - , - , - , - 
Saint Lucia, 635 , D , D , D , - , 14 , D , 29 , 4 , 3 , 103 , 17 , D , D , - , 4 , D , - , - , D , 5 , - , 12 , 11 , 5 , - , D , D , D , - , 3 , D , 22 , - , 254 , 3 , D , 3 , D , - , 10 , D , D , 7 , - , D , 31 , - , 63 , - , - , 8 , D , - , D , - , - 
Saint Vincent and the Grenadines, 405 , D , - , D , - , 7 , 4 , 6 , - , D , 39 , 15 , - , - , - , D , - , - , - , - , - , - , 9 , 8 , D , D , - , - , - , - , D , - , 13 , - , 245 , D , - , - , D , - , 19 , D , - , 4 , - , D , 6 , - , 6 , D , - , 9 , - , - , - , - , - 
Samoa, 181 , - , 14 , D , - , 50 , - , - , - , - , 3 , - , - , 16 , D , D , D , - , D , D , D , - , D , D , D , - , - , 3 , - , - , 7 , - , - , - , - , 5 , - , - , D , 4 , D , - , - , - , - , - , 8 , - , D , 30 , - , D , 21 , - , - , - , - 
Sao Tome and Principe, 5 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia, 795 , 5 , D , 13 , D , 100 , 8 , 8 , 4 , D , 60 , 15 , - , D , D , 62 , 9 , 12 , 11 , D , D , D , 20 , 27 , 45 , 17 , 3 , 6 , - , D , 8 , - , 39 , 3 , 45 , 15 , D , 22 , 8 , 7 , 20 , - , D , 7 , - , 7 , 89 , - , D , D , - , 54 , 17 , 3 , 4 , - , 3 
Senegal, 806 , D , - , 4 , D , 34 , 15 , 6 , D , 10 , 27 , 41 , - , - , - , 18 , 13 , 3 , D , 16 , 3 , D , 51 , 22 , 21 , 3 , 6 , 6 , - , 4 , 7 , - , 36 , D , 211 , 33 , D , 57 , 3 , D , 18 , D , 27 , 10 , D , 18 , 29 , D , D , D , D , 19 , 6 , D , 10 , - , - 
Serbia, 276 , - , - , 3 , - , 30 , - , D , - , D , 24 , 3 , - , - , - , 74 , 12 , - , D , D , - , D , 6 , 4 , 13 , D , - , 3 , D , D , 5 , - , 7 , - , 30 , - , D , 8 , - , - , 3 , - , - , - , D , D , 14 , - , - , D , - , 12 , 4 , - , 5 , - , - 
Serbia and Montenegro," 1,338 ", D , D , 24 , 3 , 138 , 7 , 25 , D , 10 , 109 , 25 , - , 7 , 5 , 113 , 12 , D , D , 16 , 3 , - , 14 , 31 , 98 , 10 , - , 19 , D , D , 12 , 4 , 64 , D , 363 , 13 , 7 , 35 , D , 5 , 24 , - , 3 , 6 , D , 10 , 40 , - , - , 3 , D , 27 , 11 , - , 22 , - , D 
Seychelles, 9 , - , - , D , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , D , - , - , - , - , - 
Sierra Leone," 1,406 ", D , D , 17 , 5 , 47 , 4 , 8 , 10 , 13 , 22 , 54 , - , - , - , 19 , 4 , 9 , D , D , 4 , - , 256 , 34 , 17 , 27 , D , 4 , - , D , D , D , 85 , - , 214 , 38 , 5 , 71 , 3 , D , 141 , - , 7 , 6 , - , 3 , 64 , D , - , 3 , - , 177 , 8 , D , 4 , - , 7 
Singapore, 258 , - , - , 5 , - , 73 , 3 , 4 , - , - , 9 , 6 , - , 5 , D , 7 , D , - , D , D , - , D , 4 , 5 , 3 , D , - , D , - , - , 5 , D , 8 , D , 33 , 7 , D , D , - , 5 , 6 , - , D , D , - , - , 30 , - , - , D , - , 8 , 8 , - , D , - , D 
Sint Maarten, 7 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - 
Slovakia, 317 , D , 3 , 4 , D , 23 , 6 , 7 , - , D , 46 , 10 , - , D , - , 22 , D , D , D , - , - , - , 6 , 10 , 6 , D , - , D , D , - , 4 , D , 40 , D , 36 , 3 , - , 7 , D , D , 16 , - , - , 3 , D , D , 10 , - , - , 4 , - , 14 , 7 , - , 4 , 3 , D 
Slovenia, 52 , D , - , D , - , 9 , D , D , - , - , 4 , D , - , D , - , 4 , D , D , - , D , - , - , - , D , D , - , - , D , - , - , - , - , D , - , 7 , D , D , - , D , - , - , - , D , 3 , - , D , D , - , - , - , - , D , - , - , D , - , - 
Solomon Islands, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - 
Somalia," 4,097 ", - , 5 , 102 , - , 156 , 132 , 3 , - , 5 , 10 , 72 , - , D , 16 , 66 , 14 , 55 , 49 , 92 , D , 142 , 19 , 112 , 34 ," 1,187 ", - , 96 , - , 189 , 8 , 3 , D , D , 97 , 33 , 64 , 500 , D , 70 , 51 , - , D , 3 , 19 , 60 , 108 , - , - , 58 , 69 , 91 , 256 , - , 37 , D , 4 
South Africa," 2,083 ", 8 , 4 , 31 , 4 , 385 , 31 , 38 , 6 , 6 , 232 , 115 , - , 9 , 4 , 84 , 27 , 10 , 10 , 21 , 5 , 4 , 37 , 46 , 35 , 37 , 11 , 19 , D , D , 15 , 5 , 68 , 9 , 121 , 78 , 8 , 58 , 7 , 19 , 64 , D , 8 , 38 , 12 , 24 , 147 , - , - , 35 , D , 73 , 45 , 3 , 15 , D , 5 
South Sudan, 132 , - , 6 , D , - , D , D , - , - , - , D , D , - , - , D , D , - , 14 , D , - , - , D , D , 5 , 4 , 9 , - , D , - , 40 , D , 3 , - , - , 3 , 3 , - , D , - , - , 4 , - , - , - , D , 3 , 6 , - , - , D , D , 3 , 4 , - , D , - , - 
Soviet Union (former)," 2,334 ", 14 , 17 , 21 , 4 , 441 , 35 , 32 , 7 , 11 , 170 , 36 , - , 8 , 15 , 124 , 16 , 7 , 4 , 10 , 10 , 3 , 55 , 110 , 19 , 37 , D , 28 , 4 , 3 , 5 , 15 , 123 , 10 , 386 , 41 , 3 , 51 , 4 , 28 , 59 , D , 3 , 14 , 6 , 15 , 79 , - , - , 13 , D , 83 , 111 , 3 , 26 , D , 7 
Spain," 1,326 ", - , D , 18 , 5 , 191 , 17 , 24 , - , 14 , 248 , 20 , D , 5 , 6 , 45 , 11 , D , 9 , 13 , 4 , 3 , 24 , 44 , 13 , 11 , D , 7 , D , 3 , 10 , 3 , 115 , 7 , 145 , 21 , D , 18 , D , 10 , 27 , 23 , D , 8 , D , 6 , 73 , - , D , 15 , 3 , 55 , 17 , D , 13 , D , 7 
Sri Lanka," 1,104 ", 4 , - , 10 , 6 , 253 , 9 , 12 , 5 , D , 51 , 13 , - , 5 , 3 , 34 , 3 , 3 , D , 3 , 4 , D , 64 , 23 , 22 , 21 , 5 , 6 , - , 3 , 16 , D , 72 , - , 202 , 27 , - , 26 , 8 , 6 , 29 , - , D , 8 , - , 5 , 68 , - , - , D , 4 , 35 , 14 , - , 9 , - , D 
Sudan," 1,482 ", 3 , 21 , 48 , - , 76 , 33 , 13 , - , D , 37 , 34 , - , - , D , 43 , 8 , 65 , 14 , 19 , D , 24 , 45 , 20 , 30 , 77 , 5 , 21 , - , 69 , 7 , 20 , 26 , D , 112 , 82 , 8 , 30 , 8 , 6 , 57 , - , - , 6 , 32 , 30 , 112 , - , - , 42 , 3 , 141 , 32 , - , 8 , - , 8 
Suriname, 127 , D , - , - , - , 6 , D , 3 , - , - , 23 , 3 , - , - , - , D , - , D , - , - , D , - , 5 , 4 , D , D , - , D , - , - , D , - , D , - , 52 , 4 , - , - , - , - , 4 , - , - , D , - , - , 5 , - , - , - , - , 4 , D , - , - , - , - 
Swaziland, 7 , - , - , - , - , - , D , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Sweden, 724 , D , - , 13 , D , 165 , 22 , 17 , - , 6 , 74 , 16 , - , 12 , 3 , 21 , 10 , 3 , 9 , 3 , D , D , 13 , 29 , 6 , 9 , D , 5 , 4 , - , 11 , D , 26 , 3 , 57 , 35 , - , 10 , D , 5 , 13 , - , 3 , 7 , - , 7 , 36 , - , - , 6 , D , 22 , 23 , - , 8 , D , - 
Switzerland, 388 , D , D , 8 , D , 85 , 6 , 8 , - , 3 , 38 , 9 , - , 6 , D , 9 , - , D , D , 3 , D , D , 4 , 6 , 4 , 7 , D , D , D , - , 4 , D , 25 , 5 , 52 , 10 , - , 3 , 3 , D , 8 , D , 3 , 6 , - , 3 , 21 , - , - , 7 , D , 7 , 7 , - , 3 , D , D 
Syria," 1,832 ", - , - , 40 , 10 , 415 , 6 , 23 , D , 4 , 147 , 20 , - , D , - , 153 , 12 , D , 14 , 16 , 6 , - , 21 , 51 , 150 , 12 , 7 , 15 , D , 9 , 17 , 5 , 108 , 6 , 140 , 21 , - , 57 , 8 , 7 , 90 , D , 13 , 17 , - , 15 , 92 , - , - , 10 , D , 55 , 11 , 8 , 8 , - , 5 
Taiwan," 4,326 ", 11 , 6 , 34 , 12 ," 2,019 ", 32 , 34 , 4 , 7 , 85 , 76 , 7 , 25 , 3 , 104 , 36 , 9 , 16 , 18 , 12 , D , 74 , 118 , 62 , 38 , D , 30 , 3 , 11 , 45 , 5 , 151 , 15 , 376 , 49 , 3 , 59 , 10 , 44 , 66 , - , 5 , 9 , - , 11 , 293 , - , - , 26 , 3 , 90 , 149 , 5 , 19 , - , 3 
Tajikistan, 146 , - , - , - , D , 21 , 8 , - , D , D , 5 , 6 , - , - , - , 3 , D , - , D , D , - , - , 3 , 3 , - , 8 , - , - , D , 12 , - , - , 3 , - , 36 , D , D , D , - , 6 , D , - , - , D , - , - , D , - , - , D , - , 6 , 7 , - , - , - , D 
Tanzania, 525 , 5 , - , 12 , - , 32 , D , 5 , D , D , 31 , 17 , - , - , D , 18 , 8 , 12 , 12 , 6 , 3 , D , 26 , 22 , 8 , 16 , - , 16 , - , D , 3 , D , 13 , 5 , 43 , 13 , D , 22 , D , D , 23 , - , D , 11 , 8 , 7 , 62 , D , - , D , 3 , 17 , 18 , D , 4 , - , D 
Thailand," 4,805 ", 10 , 38 , 55 , 10 ," 1,279 ", 63 , 53 , 3 , 7 , 259 , 88 , 5 , 38 , 9 , 152 , 39 , 19 , 32 , 19 , 26 , 16 , 78 , 149 , 57 , 359 , 13 , 39 , 8 , 45 , 136 , 13 , 63 , 13 , 219 , 150 , 3 , 47 , 22 , 54 , 67 , - , 18 , 33 , 10 , 55 , 241 , D , D , 39 , 12 , 200 , 172 , 3 , 245 , 4 , 15 
Togo," 1,141 ", 3 , - , 16 , D , 21 , 13 , 28 , D , 20 , 19 , 56 , - , D , D , 102 , 18 , 15 , 10 , 3 , 5 , D , 130 , 29 , 12 , 60 , D , 15 , - , 62 , 4 , 3 , 38 , - , 161 , 49 , D , 19 , 7 , 7 , 30 , - , D , 18 , 6 , 7 , 40 , D , - , 15 , 3 , 67 , 3 , - , 10 , - , 4 
Tonga, 473 , D , 7 , 6 , - , 204 , D , - , - , - , 4 , - , - , 81 , D , D , - , - , - , - , - , - , - , D , D , D , - , D , - , - , 7 , - , - , - , - , D , - , - , - , 10 , D , - , - , - , D , - , 46 , - , - , 81 , - , D , 12 , - , - , D , D 
Trinidad and Tobago," 4,147 ", 5 , D , 16 , 3 , 87 , 5 , 55 , 12 , 21 , 697 , 150 , - , 3 , D , 36 , 10 , D , D , D , 25 , - , 161 , 136 , 20 , 11 , 3 , 4 , - , - , 11 , 3 , 279 , 5 ," 1,844 ", 66 , D , 18 , 9 , D , 108 , 3 , 7 , 37 , - , 16 , 157 , 3 , 14 , D , - , 78 , 8 , - , 3 , - , 8 
Tunisia, 310 , D , - , D , D , 50 , D , D , D , D , 44 , 4 , - , - , - , 14 , 3 , - , D , 3 , D , - , 8 , 8 , 12 , 6 , D , 4 , - , - , D , - , 12 , - , 35 , 4 , - , 8 , - , - , 9 , D , D , D , - , D , 20 , - , - , - , D , 38 , 3 , - , 3 , - , - 
Turkey," 2,925 ", 8 , 5 , 23 , 6 , 412 , 20 , 66 , 11 , 16 , 234 , 62 , - , 6 , D , 93 , 15 , 8 , 5 , 15 , 17 , 4 , 63 , 135 , 32 , 29 , 7 , 22 , D , 5 , 22 , 10 , 413 , 7 , 492 , 46 , D , 50 , 13 , 9 , 106 , D , 9 , 13 , D , 16 , 175 , D , - , 11 , 6 , 132 , 34 , D , 22 , D , 9 
Turkmenistan, 110 , - , - , D , - , 17 , D , D , - , - , 6 , D , - , - , - , 3 , D , - , - , - , - , - , D , 6 , - , - , - , - , - , - , 3 , D , D , - , 29 , D , - , D , - , - , 5 , - , - , D , - , D , 7 , - , - , D , - , 8 , 6 , - , 4 , - , - 
Turks and Caicos Islands, 26 , - , - , - , - , - , - , - , - , - , 17 , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , D , - , D , 3 , - , - , - , - , - , - , - , - , - , - 
U.S. Virgin Islands, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Uganda, 724 , D , - , 4 , D , 85 , 15 , 11 , D , 3 , 11 , 20 , - , D , - , 31 , 9 , 7 , - , 6 , 5 , D , 38 , 208 , 7 , 20 , D , 6 , - , 3 , 4 , D , 22 , - , 22 , 11 , - , 15 , 3 , D , 12 , - , D , 12 , D , 6 , 51 , - , - , 4 , D , 27 , 23 , - , 8 , - , D 
Ukraine," 6,984 ", 12 , 35 , 36 , 9 ," 1,130 ", 90 , 112 , 8 , 3 , 333 , 112 , D , 8 , 45 , 582 , 28 , 29 , 25 , 24 , 11 , 10 , 97 , 193 , 93 , 105 , 3 , 91 , 8 , 34 , 43 , 13 , 351 , 6 ," 1,084 ", 139 , 11 , 216 , 13 , 285 , 344 , D , 4 , 98 , 32 , 39 , 123 , 3 , - , 26 , 3 , 126 , 673 , D , 65 , 4 , 11 
United Arab Emirates, 435 , 3 , D , 7 , D , 68 , 3 , 7 , - , 4 , 23 , 12 , - , - , D , 22 , 4 , D , 5 , 4 , - , - , 14 , 3 , 24 , 7 , - , D , - , D , D , D , 14 , 6 , 35 , 6 , - , 14 , 3 , 3 , 19 , - , - , 3 , - , 7 , 62 , - , - , 4 , - , 22 , 9 , - , 6 , - , D 
