Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Taiwan," 5,189 ", 3 , 7 , 73 , 7 ," 2,620 ", 39 , 28 , 7 , 7 , 87 , 57 , 3 , 32 , 9 , 80 , 23 , 12 , 12 , 15 , 11 , 3 , 94 , 180 , 56 , 23 , D , 22 , D , 5 , 39 , 7 , 167 , 6 , 408 , 49 , D , 46 , 17 , 90 , 73 , - , 9 , 16 , 3 , 14 , 344 , D , - , 26 , 6 , 57 , 248 , 3 , 18 , - , 21 
Tajikistan, 384 , D , - , D , - , 42 , 31 , 3 , - , D , 13 , 5 , - , - , D , 9 , D , - , 4 , - , D , - , D , D , D , D , - , 6 , - , 14 , - , D , 23 , - , 153 , 7 , - , D , - , 3 , 5 , - , D , 3 , - , - , 17 , - , - , - , - , 15 , 8 , - , D , - , 6 
Tanzania, 563 , 4 , - , 18 , D , 34 , 6 , 7 , D , D , 33 , 12 , - , D , 3 , 16 , 8 , 20 , 12 , 16 , D , - , 42 , 24 , 9 , 17 , D , 5 , D , D , 4 , D , 13 , 3 , 31 , 14 , 3 , 27 , D , D , 15 , - , 3 , - , 6 , 7 , 86 , D , - , - , - , 16 , 15 , D , 11 , - , 6 
Thailand," 6,602 ", 18 , 25 , 160 , 35 ," 1,671 ", 120 , 63 , 9 , 11 , 381 , 113 , 8 , 84 , 19 , 153 , 95 , 54 , 36 , 66 , 21 , 21 , 108 , 184 , 110 , 264 , 17 , 70 , 9 , 87 , 125 , 24 , 81 , 20 , 363 , 120 , 21 , 95 , 51 , 97 , 143 , D , 23 , 31 , 60 , 62 , 434 , 18 , - , 46 , D , 189 , 290 , 12 , 204 , 7 , 67 
Togo," 1,124 ", D , D , 15 , - , 13 , 8 , 42 , 5 , 14 , 16 , 53 , - , D , - , 61 , 13 , 73 , 11 , 11 , D , D , 141 , 15 , 16 , 29 , D , 6 , - , 48 , 3 , D , 30 , - , 197 , 51 , D , 32 , 4 , 4 , 46 , - , D , - , 3 , 9 , 44 , 7 , - , 5 , D , 48 , 8 , - , 13 , - , 15 
Tonga, 345 , - , 9 , 21 , - , 142 , 3 , - , - , - , D , D , - , 32 , - , - , - , - , D , 5 , - , - , - , - , - , - , - , D , - , - , 12 , - , - , - , - , D , - , - , D , 6 , - , - , - , D , - , - , 22 , - , - , 68 , - , D , 11 , - , - , - , 3 
Trinidad and Tobago," 4,189 ", 13 , 6 , 20 , 4 , 109 , 11 , 61 , 14 , 14 , 764 , 110 , - , D , - , 21 , 21 , D , D , 17 , 17 , D , 211 , 96 , 19 , 5 , D , 5 , D , D , 5 , 4 , 280 , D ," 1,739 ", 62 , 4 , 20 , 4 , 7 , 165 , 3 , 10 , 9 , 3 , 10 , 175 , 3 , 8 , D , - , 48 , 25 , 4 , D , - , 49 
Tunisia, 404 , D , - , 8 , - , 74 , D , 7 , D , D , 34 , 6 , - , 3 , D , 9 , 5 , D , D , D , 5 , D , 13 , 5 , 17 , 4 , - , - , - , - , - , D , 16 , 3 , 45 , 4 , D , 8 , 4 , D , 34 , - , - , D , - , 3 , 22 , - , - , - , D , 26 , 12 , - , 9 , - , 5 
Turkey," 3,496 ", 5 , D , 49 , 6 , 572 , 33 , 79 , 26 , 14 , 273 , 69 , - , 6 , D , 106 , 27 , 6 , 11 , 16 , 11 , 5 , 85 , 165 , 53 , 20 , D , 20 , D , 4 , 18 , 16 , 469 , 10 , 519 , 48 , 4 , 45 , 10 , 29 , 111 , - , 7 , 13 , D , 22 , 226 , 3 , - , 9 , 6 , 146 , 80 , D , 12 , D , 23 
Turkmenistan, 171 , - , - , D , D , 16 , 6 , D , D , - , 10 , 3 , - , - , - , 5 , D , - , - , - , - , - , D , 12 , D , 4 , - , - , - , - , - , D , 5 , - , 46 , D , - , D , - , D , 8 , - , D , - , - , - , 13 , - , - , 4 , - , 3 , 12 , - , 5 , - , D 
Turks and Caicos Islands, 43 , - , - , - , - , - , - , D , D , - , 26 , 3 , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , D , - , - , - , D , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , - , D , - , - , - , - , D 
Uganda," 1,020 ", 4 , D , 18 , D , 122 , 22 , 12 , 3 , D , 20 , 14 , - , D , - , 38 , 3 , 11 , 4 , 5 , 4 , 8 , 78 , 226 , 8 , 41 , D , 6 , - , 5 , 6 , 4 , 23 , D , 51 , 15 , 5 , 32 , 9 , 9 , 21 , - , 6 , 4 , D , 7 , 73 , D , - , 4 , D , 30 , 31 , - , 9 , - , 16 
Ukraine," 7,351 ", 8 , 21 , 45 , 3 ," 1,207 ", 120 , 99 , 9 , 11 , 444 , 78 , - , 10 , 43 , 603 , 38 , 26 , 18 , 34 , 3 , 8 , 86 , 198 , 126 , 60 , 6 , 62 , 14 , 22 , 44 , 20 , 364 , 9 ," 1,253 ", 122 , 6 , 196 , 21 , 177 , 407 , D , D , 47 , 45 , 29 , 192 , 4 , - , 16 , 3 , 129 , 743 , 5 , 45 , D , 67 
United Arab Emirates, 745 , - , - , 18 , 3 , 156 , 6 , 11 , D , D , 38 , 18 , - , - , - , 33 , 3 , 4 , 5 , 3 , 3 , D , 17 , 21 , 25 , 10 , D , D , - , D , 3 , - , 46 , D , 54 , 14 , D , 25 , 4 , D , 24 , - , - , D , - , 6 , 114 , - , D , 3 , - , 31 , 22 , D , 5 , - , D 
United Kingdom," 11,407 ", 29 , 16 , 252 , 29 ," 2,340 ", 234 , 293 , 27 , 65 ," 1,272 ", 280 , - , 38 , 34 , 243 , 106 , 21 , 34 , 61 , 29 , 45 , 186 , 463 , 237 , 95 , 12 , 75 , 23 , 16 , 98 , 88 , 417 , 43 ," 1,082 ", 313 , 12 , 175 , 39 , 132 , 323 , D , 39 , 68 , 15 , 88 , 945 , 11 , D , 78 , 32 , 286 , 333 , 12 , 100 , 10 , 109 
United States, 251 , - , - , 9 , D , 56 , - , D , D , - , 39 , 3 , - , - , - , D , D , - , - , - , - , - , 9 , 8 , 5 , - , - , D , - , D , 3 , D , 15 , - , 28 , 4 , D , D , 3 , - , 4 , - , - , D , - , - , 23 , - , - , D , - , 12 , 8 , - , - , - , 4 
Uruguay," 1,022 ", D , - , 12 , 4 , 43 , 6 , 26 , D , 3 , 337 , 49 , - , D , - , 6 , D , D , D , D , D , - , 21 , 48 , 5 , 3 , - , D , - , D , 3 , 5 , 179 , D , 73 , 18 , - , 9 , D , 4 , 19 , 5 , 3 , 11 , D , 3 , 31 , - , - , 27 , 4 , 26 , 3 , D , 6 , - , 12 
Uzbekistan," 2,026 ", D , D , 29 , 3 , 224 , 29 , 15 , - , 4 , 114 , 26 , D , 3 , 6 , 53 , 4 , D , 6 , 12 , D , D , 45 , 40 , 9 , 10 , D , 19 , D , 6 , 11 , D , 48 , D , 785 , 27 , - , 81 , D , 12 , 159 , - , D , 20 , - , 41 , 43 , D , - , 6 , D , 50 , 45 , - , 8 , - , 15 
Vanuatu, 3 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Venezuela," 10,215 ", 23 , 5 , 79 , 10 , 427 , 83 , 61 , 14 , 14 ," 5,719 ", 222 , D , 17 , 6 , 128 , 54 , 16 , 18 , 32 , 21 , D , 109 , 138 , 62 , 23 , 9 , 33 , 3 , 21 , 36 , D , 202 , 7 , 424 , 174 , 5 , 75 , 44 , 33 , 102 , 105 , 25 , 30 , D , 58 ," 1,106 ", 4 , D , 87 , D , 159 , 61 , 4 , 22 , D , 96 
Vietnam," 24,224 ", 137 , 5 , 519 , 122 ," 7,524 ", 340 , 144 , 33 , 21 ," 1,191 ", 874 , D , 111 , 30 , 289 , 115 , 155 , 210 , 96 , 258 , 42 , 367 , 787 , 314 , 348 , 87 , 218 , 15 , 133 , 159 , 59 , 297 , 73 , 379 , 500 , 31 , 230 , 311 , 389 , 662 , - , 21 , 142 , 18 , 165 ," 3,946 ", 12 , D , 100 , 14 , 739 ," 1,153 ", 20 , 100 , 6 , 208 
"Virgin Islands, British", 58 , D , - , - , - , D , - , D , - , - , 23 , 4 , - , - , - , - , - , - , - , - , - , - , 3 , 3 , - , - , - , D , - , - , - , - , 5 , - , 6 , D , - , - , - , - , - , - , - , - , - , - , D , - , 6 , - , - , - , - , - , - , - , - 
Western Sahara, D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Yemen," 2,350 ", 18 , - , 6 , 6 , 355 , 3 , 21 , 19 , D , 5 , 3 , - , - , - , 64 , 32 , - , D , 4 , 38 , D , 14 , 5 , 469 , 15 , 43 , D , - , D , - , D , 24 , D , 959 , 52 , - , 14 , - , 6 , 22 , - , - , 6 , - , 37 , 19 , D , - , D , 3 , 34 , 11 , 5 , D , - , 25 
Zambia, 453 , D , D , 20 , D , 33 , 3 , 7 , D , 4 , 25 , 30 , - , - , - , 19 , 7 , D , 3 , D , D , D , 21 , 16 , 14 , 9 , - , 9 , D , 3 , D , 3 , 14 , D , 28 , 8 , D , 9 , 8 , D , 23 , - , - , 6 , - , D , 65 , - , - , 6 , - , 9 , 22 , - , 3 , - , 6 
Zimbabwe, 784 , - , D , 19 , D , 62 , 8 , 10 , D , 4 , 53 , 42 , - , - , 3 , 11 , 23 , 4 , 11 , 9 , D , 3 , 42 , 35 , 16 , 7 , D , 15 , - , 14 , D , 4 , 20 , D , 33 , 24 , 10 , 24 , 10 , 9 , 28 , - , - , 3 , D , 11 , 140 , - , - , 6 , - , 36 , 8 , 4 , 6 , - , 6 
Unknown, 108 , - , - , D , - , 16 , - , D , - , - , 6 , D , - , - , - , 10 , D , - , - , - , D , - , 5 , - , 5 , - , - , 3 , - , - , D , - , 3 , - , - , D , - , D , - , D , D , - , D , - , - , - , 7 , - , - , - , - , D , D , - , D , - , 35 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes American Samoa, Northern Mariana Islands, and U.S. Virgin Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Based on N-400 data for persons aged 18 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: DHS Office of Immigration Statistics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
