Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Morocco," 2,943 ", 4 , D , 23 , 4 , 173 , 25 , 61 , 12 , 18 , 273 , 65 , - , D , - , 104 , 33 , 5 , 5 , 19 , 10 , D , 53 , 433 , 25 , 18 , 6 , 16 , D , 3 , 11 , 10 , 183 , 5 , 365 , 145 , D , 133 , 19 , 15 , 135 , D , 20 , 19 , - , 13 , 96 , - , - , 3 , D , 313 , 27 , 5 , 13 , D , 12 
Mozambique, 38 , - , - , D , - , 6 , - , D , - , - , - , 3 , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , D , - , - , - , D , 3 , - , 6 , 4 , - , D , - , D , - , - , - , D , - , - , D , - , - , - , - , D , - , - , D , - , 1 
Namibia, 27 , - , - , D , - , 5 , - , - , - , - , D , - , - , - , D , - , - , - , - , - , - , - , 4 , D , D , - , - , D , - , - , - , - , D , - , 4 , - , - , - , - , - , - , - , - , - , D , D , D , - , - , - , D , D , D , - , - , - , - 
Nauru, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Nepal," 4,509 ", 3 , 3 , 54 , 5 , 520 , 129 , 36 , 6 , 3 , 51 , 71 , D , 13 , 23 , 77 , 17 , 20 , 26 , 69 , 16 , D , 294 , 294 , 49 , 52 , 7 , 45 , D , 40 , 12 , 96 , 60 , 10 , 560 , 142 , 10 , 284 , 37 , 40 , 219 , D , 14 , 35 , 9 , 17 , 381 , D , - , 26 , 31 , 412 , 104 , 19 , 24 , - , 39 
Netherlands, 699 , D , D , 14 , D , 159 , 12 , 5 , - , 5 , 59 , 27 , - , D , 6 , 20 , 12 , 3 , D , D , 5 , 6 , 14 , 31 , 17 , 7 , - , 8 , 5 , 3 , 4 , 6 , 25 , 4 , 51 , 14 , D , 20 , 4 , 10 , 11 , - , D , 11 , D , 3 , 40 , - , - , D , D , 23 , 23 , - , 9 , - , 8 
Netherlands Antilles (former), 42 , - , - , - , - , 7 , - , - , - , - , 7 , D , - , - , D , - , - , - , D , - , - , - , D , D , - , - , - , - , - , - , - , - , 3 , - , 6 , D , - , - , - , - , 3 , D , D , D , - , - , 3 , - , D , - , - , - , - , - , - , - , 1 
New Caledonia, 4 , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
New Zealand, 468 , - , 7 , 13 , - , 112 , 17 , 4 , D , - , 23 , 8 , D , 7 , 6 , 9 , 6 , D , - , D , D , 8 , 4 , 17 , 7 , 11 , D , 4 , D , D , 3 , 4 , 9 , D , 33 , 6 , - , 7 , 3 , 11 , 8 , - , - , D , - , D , 27 , - , - , 9 , D , 20 , 34 , - , 5 , 3 , 7 
Nicaragua," 4,181 ", 4 , 3 , 22 , 8 , 966 , 9 , 20 , 3 , 6 ," 1,911 ", 60 , - , - , 4 , 20 , 27 , 7 , 6 , 11 , 33 , D , 114 , 19 , 5 , 13 , 4 , 15 , - , 7 , 55 , D , 123 , 5 , 172 , 82 , - , 16 , 5 , 10 , 27 , 9 , 7 , 26 , D , 17 , 183 , - , - , 6 , D , 87 , 27 , D , 7 , - , 14 
Niger, 126 , - , - , D , - , D , - , - , - , D , 3 , 4 , - , - , - , D , 11 , - , - , - , D , - , 20 , - , D , - , - , - , - , D , - , D , - , D , 27 , 22 , - , 7 , - , - , 14 , - , - , D , - , - , - , - , - , - , - , 3 , - , - , - , - , 1 
Nigeria," 7,652 ", 16 , 6 , 67 , 8 , 556 , 42 , 57 , 45 , 44 , 169 , 508 , - , 5 , 5 , 415 , 185 , 15 , 44 , 19 , 32 , 4 , 992 , 299 , 117 , 133 , 15 , 100 , - , 12 , 30 , 17 , 438 , 17 , 718 , 201 , 11 , 184 , 101 , 21 , 195 , - , 61 , 76 , D , 65 ," 1,225 ", - , D , 16 , D , 177 , 62 , 7 , 48 , - , 67 
Norway, 60 , D , D , D , - , 10 , 3 , - , - , - , 3 , 4 , - , - , D , - , D , - , - , - , D , - , D , D , 3 , D , - , - , D , - , 3 , - , D , D , D , - , - , D , - , - , - , - , - , - , D , D , 7 , - , - , D , - , D , 3 , - , - , D , 1 
Oman, 30 , - , - , D , - , 10 , - , - , - , D , D , - , - , D , - , - , - , D , - , - , - , - , - , - , D , - , - , - , - , - , - , - , 5 , - , - , D , - , D , - , - , - , - , - , - , - , - , 4 , - , - , - , - , D , D , - , - , - , - 
Pakistan," 10,166 ", 22 , 5 , 56 , 27 ," 1,316 ", 21 , 169 , 40 , 15 , 325 , 300 , - , 8 , 5 , 718 , 86 , 19 , 61 , 42 , 40 , 7 , 457 , 230 , 293 , 73 , 5 , 105 , 3 , 4 , 44 , 31 , 712 , 5 ," 1,813 ", 219 , D , 170 , 71 , 33 , 251 , D , 27 , 31 , 7 , 38 ," 1,207 ", - , - , 25 , 3 , 741 , 154 , 13 , 53 , D , 62 
Palau, 32 , - , D , - , - , 6 , D , - , - , - , - , D , D , D , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , D , D , - , - , D , - , D , 4 , D , - , - , - , 3 , D , - , - , - , - 
Panama," 1,266 ", 3 , D , 15 , D , 111 , 8 , 7 , 3 , 7 , 244 , 53 , - , 3 , 4 , 23 , 14 , 7 , 7 , 8 , 14 , - , 32 , 29 , 8 , 4 , 8 , 5 , D , D , 4 , - , 45 , 5 , 247 , 49 , D , 17 , 7 , 7 , 17 , 19 , D , 20 , - , 14 , 100 , - , - , 12 , D , 36 , 17 , D , 12 , - , 8 
Papua New Guinea, 13 , - , - , - , - , 3 , D , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , - , D , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Paraguay, 343 , - , D , D , D , 18 , 4 , 5 , - , 3 , 46 , 5 , - , - , - , 4 , - , - , 7 , D , D , - , 11 , 5 , D , - , D , D , - , - , D , - , 42 , 3 , 126 , D , - , D , - , 4 , 3 , D , - , D , - , D , 10 , - , - , 6 , - , 13 , - , D , - , - , 5 
Peru," 10,014 ", 9 , 15 , 69 , 13 ," 1,532 ", 91 , 249 , 14 , 49 ," 1,949 ", 236 , D , 11 , 31 , 145 , 68 , 4 , 27 , 35 , 11 , 7 , 337 , 197 , 46 , 28 , 15 , 43 , 3 , 15 , 101 , 19 ," 1,516 ", 23 ," 1,018 ", 192 , 3 , 131 , 47 , 41 , 139 , 37 , 23 , 75 , 6 , 29 , 338 , - , - , 157 , 8 , 670 , 81 , 21 , 34 , 4 , 51 
Philippines," 36,828 ", 52 , 339 , 515 , 54 ," 15,686 ", 157 , 159 , 71 , 44 ," 1,214 ", 324 , 665 ," 1,865 ", 76 ," 1,620 ", 274 , 73 , 133 , 114 , 90 , 38 , 969 , 280 , 369 , 154 , 48 , 280 , 40 , 54 ," 1,245 ", 73 ," 1,605 ", 123 ," 1,678 ", 392 , 24 , 380 , 192 , 291 , 373 , 7 , 59 , 323 , 21 , 106 ," 1,391 ", 7 , 103 , 89 , 10 , 966 ," 1,161 ", 41 , 110 , 26 , 275 
Poland," 5,840 ", D , D , 51 , 4 , 246 , 47 , 309 , 6 , 10 , 229 , 39 , - , 9 , 4 ," 1,825 ", 23 , 3 , 4 , 13 , 5 , 12 , 54 , 185 , 143 , 25 , - , 24 , 4 , 4 , 41 , 16 , 809 , 4 ," 1,022 ", 68 , 3 , 68 , 5 , 17 , 149 , - , 21 , 32 , - , 11 , 60 , - , D , 9 , 4 , 92 , 53 , 3 , 37 , D , 31 
Portugal," 1,807 ", D , - , 10 , - , 149 , D , 93 , - , D , 50 , 5 , - , D , 6 , 5 , 3 , - , - , D , D , D , 25 , 565 , 5 , D , D , 5 , D , D , 4 , 16 , 439 , D , 128 , 12 , - , 3 , D , D , 21 , D , 165 , 4 , - , D , 10 , - , - , 4 , - , 43 , 6 , - , - , - , 7 
Puerto Rico, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Qatar, 95 , D , - , D , - , 13 , - , - , - , - , 5 , 3 , - , - , - , 5 , D , - , D , D , D , - , 3 , 3 , 6 , D , - , 3 , - , - , - , - , 6 , - , 9 , D , - , 5 , D , - , 3 , - , - , - , - , D , 8 , - , - , - , - , 7 , D , - , - , - , - 
Romania," 2,986 ", 6 , 7 , 100 , D , 416 , 28 , 39 , 8 , 11 , 233 , 149 , - , 5 , 16 , 333 , 36 , 6 , 7 , 11 , 6 , 8 , 60 , 88 , 200 , 13 , - , 16 , 3 , 7 , 35 , 14 , 95 , 11 , 233 , 69 , 4 , 112 , 9 , 70 , 57 , - , 11 , 35 , - , 35 , 90 , - , - , 5 , 3 , 112 , 127 , 5 , 20 , D , 19 
Russia," 5,534 ", 12 , 27 , 45 , 11 ," 1,062 ", 97 , 55 , 8 , 20 , 375 , 84 , 3 , 15 , 27 , 193 , 22 , 15 , 16 , 26 , 13 , 18 , 149 , 280 , 80 , 53 , 3 , 50 , 5 , 10 , 39 , 12 , 282 , 13 , 942 , 99 , 4 , 142 , 28 , 141 , 191 , 4 , 10 , 76 , 4 , 23 , 153 , D , - , 21 , 8 , 158 , 336 , 3 , 35 , - , 35 
Rwanda, 267 , D , - , 8 , D , 12 , 4 , D , D , - , D , 4 , - , - , 7 , 13 , 4 , 8 , D , 6 , D , 9 , 11 , 9 , 15 , 3 , - , 6 , - , D , D , 4 , - , - , 19 , 14 , 3 , 24 , 3 , 3 , 9 , - , D , 4 , D , 4 , 26 , - , - , 8 , D , 4 , 8 , - , - , - , - 
Saint Kitts and Nevis, 317 , - , D , - , - , 5 , - , 3 , D , - , 52 , 12 , - , - , - , 3 , - , - , - , D , - , - , 8 , 8 , - , D , - , 3 , - , - , - , - , 15 , - , 90 , 10 , - , D , - , - , 5 , 5 , D , 3 , - , - , 4 , - , 71 , - , - , 8 , - , - , - , - , 4 
Saint Lucia, 697 , - , - , 7 , - , 12 , D , 32 , 3 , 3 , 61 , 15 , - , D , - , 7 , 3 , - , D , D , D , D , 17 , 17 , - , - , - , - , - , - , - , - , 24 , - , 345 , 11 , - , D , 5 , - , 11 , - , D , 7 , - , D , 17 , - , 67 , - , - , 11 , 3 , - , - , D , 5 
Saint Vincent and the Grenadines, 507 , - , - , - , - , 6 , - , D , D , D , 40 , 9 , - , - , - , D , 3 , - , D , D , 3 , - , 10 , 15 , - , - , - , D , - , - , D , - , 17 , - , 335 , 4 , - , 3 , D , D , 16 , - , D , 3 , - , D , 7 , - , 5 , - , D , 7 , D , - , - , D , 2 
Samoa, 164 , - , 9 , 5 , - , 56 , D , - , - , - , D , - , - , 25 , - , 3 , - , - , D , - , - , - , - , - , - , - , - , 3 , - , D , 5 , - , D , - , - , - , - , D , - , 3 , - , - , - , - , - , - , 4 , - , - , 17 , - , D , 24 , - , D , - , - 
Sao Tome and Principe, 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - 
Saudi Arabia, 872 , - , D , 11 , - , 147 , 7 , 7 , - , D , 45 , 19 , - , - , - , 76 , 14 , 7 , 3 , 3 , D , - , 27 , 21 , 58 , 27 , D , 17 , D , D , 5 , D , 46 , 3 , 75 , 14 , D , 23 , 4 , 11 , 21 , - , 3 , 4 , D , D , 73 , - , - , D , - , 54 , 19 , D , 5 , - , 9 
Senegal, 882 , D , D , D , - , 30 , 13 , 4 , 3 , 13 , 22 , 49 , - , - , - , 11 , 19 , 4 , D , 16 , 6 , - , 54 , 34 , 21 , 7 , 3 , D , - , - , 4 , D , 32 , D , 221 , 33 , - , 100 , 9 , D , 18 , - , 31 , 7 , D , 18 , 26 , - , - , D , D , 28 , 16 , 3 , 7 , - , 5 
Serbia, 476 , - , D , 13 , - , 72 , 5 , D , D , 4 , 27 , 11 , - , D , - , 86 , 7 , - , D , D , D , D , 11 , 27 , 13 , D , - , 7 , - , - , 11 , D , 23 , D , 52 , 4 , D , 21 , D , D , 11 , - , - , - , - , - , 12 , - , - , 3 , D , 18 , 7 , - , 10 , - , 1 
Serbia and Montenegro (former), 820 , - , D , 18 , D , 91 , 4 , 15 , D , D , 32 , 11 , - , D , D , 96 , 11 , 5 , - , 7 , 4 , - , 9 , 17 , 78 , D , - , 17 , D , 3 , 5 , 17 , 33 , D , 209 , 7 , - , 27 , 4 , 3 , 16 , - , - , D , - , 4 , 14 , - , - , - , D , 20 , 8 , - , 7 , D , 11 
Seychelles, 5 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Sierra Leone," 1,328 ", - , D , 13 , D , 64 , 8 , 4 , 16 , 11 , 19 , 44 , - , - , - , 11 , 11 , 5 , D , 4 , D , - , 284 , 46 , 18 , 24 , - , 12 , - , - , D , D , 64 , 3 , 158 , 46 , 3 , 89 , 6 , 5 , 95 , - , D , 4 , D , 4 , 49 , - , - , 3 , - , 169 , 12 , 3 , 5 , - , 5 
Singapore, 279 , - , - , 5 , D , 87 , D , 3 , - , - , 7 , 5 , D , 3 , D , 8 , D , - , - , D , D , D , 7 , 15 , 3 , D , D , 4 , - , - , 3 , D , 9 , - , 30 , 3 , - , D , 3 , 7 , 3 , - , D , 4 , - , 3 , 22 , - , D , D , D , 5 , 15 , - , D , D , 2 
Sint Maarten, 21 , - , - , - , - , D , - , - , - , - , 4 , D , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , 6 , - , - , - , - , - , - , D , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - 
Slovakia, 384 , D , - , D , D , 37 , 4 , 10 , - , 3 , 33 , 9 , - , D , - , 31 , - , D , - , D , D , 4 , 8 , 7 , 4 , 3 , - , D , D , - , D , - , 73 , D , 61 , 9 , - , 8 , - , 5 , 9 , - , D , 4 , - , 3 , 10 , - , - , 3 , - , 11 , 7 , - , D , D , 7 
Slovenia, 52 , - , - , D , - , 10 , - , - , - , - , 5 , D , D , - , - , 3 , D , D , - , D , D , - , - , D , D , - , - , 3 , - , - , D , D , D , D , 5 , D , - , D , - , D , - , - , - , - , - , - , D , - , - , D , - , D , D , - , D , - , - 
Solomon Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Somalia," 3,774 ", - , 10 , 50 , - , 92 , 77 , 3 , - , D , 5 , 54 , - , - , 21 , 56 , 17 , 58 , 44 , 89 , D , 95 , 4 , 82 , 33 ," 1,206 ", - , 155 , - , 107 , 9 , 11 , D , D , 96 , 26 , 67 , 505 , D , 71 , 44 , - , - , D , 9 , 67 , 122 , - , D , 48 , 27 , 57 , 220 , - , 45 , 6 , 77 
South Africa," 1,901 ", D , 4 , 44 , 12 , 359 , 47 , 22 , D , 10 , 163 , 116 , - , 5 , 3 , 39 , 19 , 10 , 13 , 18 , 11 , 7 , 28 , 69 , 44 , 18 , D , 25 , 6 , 7 , 14 , 6 , 61 , 8 , 103 , 101 , 5 , 44 , 13 , 24 , 51 , - , 9 , 35 , 6 , 33 , 124 , - , D , 17 , D , 61 , 50 , 4 , 9 , D , 14 
South Sudan, 74 , - , - , 5 , - , D , D , - , - , D , - , D , - , - , - , - , - , 18 , - , D , - , D , D , D , D , D , - , 3 , D , 11 , D , - , - , - , 4 , 4 , D , D , D , - , D , - , - , D , - , - , 4 , - , - , - , - , - , 4 , - , - , - , - 
Soviet Union (former)," 2,123 ", 5 , 9 , 20 , D , 402 , 25 , 25 , 4 , 5 , 137 , 44 , - , D , 4 , 116 , 11 , 4 , 3 , 11 , 5 , 11 , 64 , 111 , 27 , 47 , 4 , 19 , 4 , 6 , 18 , 12 , 115 , 8 , 305 , 53 , D , 56 , D , 30 , 74 , - , 3 , 16 , D , 11 , 66 , - , - , 13 , 6 , 64 , 111 , 3 , 13 , - , 16 
Spain," 1,469 ", 4 , D , 17 , 3 , 250 , 28 , 13 , 3 , 10 , 203 , 20 , D , D , 7 , 52 , 12 , 5 , 5 , 6 , D , 6 , 39 , 55 , 22 , 9 , - , 15 , - , D , 10 , 3 , 111 , 10 , 186 , 26 , - , 30 , 4 , 12 , 25 , 36 , 5 , 16 , D , D , 77 , - , - , 14 , 3 , 58 , 30 , D , 6 , - , 10 
Sri Lanka," 1,364 ", D , D , 17 , D , 339 , 6 , 25 , D , - , 19 , 32 , - , 5 , 3 , 49 , 27 , 4 , 16 , 15 , 4 , - , 85 , 49 , 15 , 19 , D , 10 , - , 5 , 11 , - , 83 , D , 224 , 36 , D , 39 , 5 , 17 , 27 , - , D , 6 , - , 3 , 77 , - , - , 3 , 3 , 46 , 18 , - , 5 , D , 5 
Sudan," 1,348 ", D , 10 , 40 , - , 73 , 44 , 11 , D , 9 , 24 , 19 , - , D , 4 , 43 , 26 , 78 , 6 , 14 , D , 21 , 47 , 28 , 24 , 36 , 4 , 28 , - , 52 , 13 , 10 , 22 , - , 124 , 84 , 12 , 25 , 4 , 3 , 53 , - , - , 9 , 10 , 31 , 87 , - , D , 20 , D , 134 , 38 , D , 5 , - , 14 
Suriname, 143 , - , - , - , - , 6 , - , - , - , - , 31 , 4 , - , D , - , D , - , D , - , D , - , - , D , 3 , - , - , - , - , - , - , D , - , 9 , D , 62 , 3 , - , D , - , D , 4 , - , - , - , - , - , 5 , - , D , - , - , 3 , - , - , - , - , 2 
Swaziland, 16 , - , - , D , - , - , - , - , - , - , D , D , - , - , - , D , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , D , D , D , - , - , - , - , D , D , - , - , D , - , - , D , - , - , - , - , D , - , - , - , - , - 
Sweden, 708 , D , 3 , 11 , D , 189 , 19 , 11 , D , 6 , 54 , 29 , - , 7 , 3 , 22 , 4 , D , 3 , 4 , 4 , D , 13 , 31 , 15 , 6 , - , D , D , D , 4 , D , 22 , D , 61 , 21 , - , 8 , D , 22 , 7 , - , 4 , 3 , D , 4 , 26 , - , - , 9 , 7 , 25 , 20 , D , 4 , D , 6 
Switzerland, 333 , D , 3 , 13 , - , 81 , 11 , 4 , D , D , 30 , 4 , - , D , 4 , 9 , D , - , - , - , - , D , 5 , 21 , 7 , 6 , - , D , - , - , D , - , 13 , 3 , 34 , 7 , - , 3 , - , 7 , 5 , - , 4 , 3 , - , D , 14 , - , - , D , D , 8 , 12 , D , D , D , 4 
Syria," 1,789 ", 3 , D , 30 , 4 , 496 , D , 28 , D , 6 , 95 , 16 , - , - , - , 167 , 14 , 3 , 12 , 5 , 3 , 4 , 26 , 74 , 109 , 8 , 4 , 15 , - , D , 6 , 3 , 122 , D , 121 , 15 , 3 , 85 , 12 , 17 , 81 , - , 12 , 5 , - , 12 , 79 , - , D , 7 , D , 45 , 7 , 10 , 9 , - , 8 
Taiwan," 4,151 ", 5 , 5 , 36 , 3 ," 2,000 ", 19 , 22 , 8 , D , 59 , 70 , 7 , 32 , 6 , 85 , 35 , 6 , 22 , 7 , 5 , D , 84 , 125 , 56 , 16 , 3 , 29 , D , 8 , 43 , 12 , 166 , 10 , 330 , 54 , 3 , 49 , 14 , 41 , 66 , D , 3 , 21 , - , 14 , 232 , - , D , 27 , D , 86 , 180 , 4 , 16 , - , 20 
Tajikistan, 222 , - , - , - , - , 20 , 16 , - , - , - , 6 , D , - , - , D , 6 , - , - , D , - , - , D , D , D , D , 3 , - , 5 , - , 6 , - , - , 14 , - , 79 , 3 , - , 4 , D , 6 , 9 , - , - , D , - , D , 6 , - , - , - , - , 15 , 5 , - , D , - , 1 
Tanzania, 547 , - , - , 5 , - , 49 , D , 3 , D , 5 , 28 , 16 , - , D , D , 22 , 9 , 18 , 9 , D , D , D , 32 , 35 , 16 , 17 , - , 10 , - , D , D , 4 , 16 , 3 , 26 , 16 , 3 , 34 , 4 , 6 , 12 , - , D , 5 , 6 , 14 , 68 , - , - , 4 , D , 14 , 17 , - , D , - , 4 
Thailand," 4,672 ", 12 , 33 , 79 , 9 ," 1,175 ", 55 , 35 , 5 , 4 , 219 , 77 , 6 , 64 , 25 , 141 , 77 , 52 , 31 , 38 , 17 , 23 , 73 , 177 , 71 , 286 , 6 , 47 , 7 , 48 , 93 , 19 , 59 , 11 , 245 , 129 , 4 , 97 , 24 , 102 , 85 , D , 18 , 37 , 28 , 33 , 183 , - , D , 32 , 10 , 183 , 166 , 5 , 167 , 4 , 44 
Togo, 907 , D , D , 11 , - , 17 , 9 , 24 , 3 , 14 , 19 , 55 , - , D , - , 77 , 13 , 33 , 6 , 5 , D , - , 107 , 14 , 4 , 47 , D , 11 , - , 51 , D , 3 , 21 , - , 111 , 39 , 4 , 35 , 5 , - , 31 , - , D , 19 , - , 6 , 21 , - , - , 3 , - , 50 , 5 , - , 8 , - , 17 
Tonga, 262 , - , 10 , D , - , 134 , 3 , - , - , - , D , D , - , 33 , - , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , 4 , - , - , - , D , D , D , - , D , 6 , D , - , - , - , - , - , 7 , - , D , 32 , - , - , 14 , D , - , 3 , 1 
Trinidad and Tobago," 4,504 ", 5 , D , 12 , D , 94 , 3 , 52 , 15 , 24 , 637 , 133 , - , 3 , D , 16 , 13 , D , 5 , 11 , 7 , - , 218 , 168 , 25 , 13 , 3 , 12 , D , D , 9 , 4 , 312 , 8 ," 2,094 ", 80 , D , 28 , 12 , 9 , 123 , D , 6 , 45 , - , 3 , 138 , D , 16 , - , D , 89 , 12 , 8 , 3 , - , 22 
Tunisia, 344 , D , D , 3 , - , 50 , 3 , 6 , - , 4 , 22 , 12 , - , - , - , 12 , 3 , - , - , D , 6 , - , 7 , 16 , 6 , 10 , D , 4 , - , D , 5 , D , 11 , 3 , 48 , 4 , - , 14 , 3 , D , 19 , D , D , D , - , 4 , 8 , - , - , - , - , 34 , 7 , - , 3 , D , 2 
Turkey," 3,108 ", 3 , 5 , 39 , 7 , 417 , 20 , 64 , 13 , 10 , 182 , 64 , - , D , D , 120 , 28 , 6 , 3 , 14 , 5 , D , 95 , 149 , 30 , 17 , 3 , 18 , 5 , 4 , 18 , 10 , 490 , 12 , 522 , 67 , 3 , 73 , 11 , 20 , 100 , D , 11 , 17 , D , 11 , 152 , D , - , 4 , D , 162 , 56 , 4 , 9 , 3 , 23 
Turkmenistan, 109 , - , - , - , - , 20 , 3 , - , D , - , 8 , D , - , - , - , 5 , - , - , - , - , - , - , 4 , D , - , - , - , - , - , - , D , - , 6 , D , 26 , D , - , D , D , - , D , - , - , D , - , - , 6 , - , - , D , - , D , 6 , - , 5 , - , 2 
Turks and Caicos Islands, 26 , - , - , - , - , - , - , - , - , - , 16 , - , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , 5 , D , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Tuvalu, D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Uganda, 742 , D , - , 3 , D , 82 , 12 , 6 , - , 4 , 16 , 14 , - , D , - , 27 , 7 , 4 , D , 7 , D , 7 , 48 , 233 , 11 , 16 , - , 5 , - , 4 , D , - , 25 , - , 29 , 9 , D , 20 , 10 , 4 , 16 , - , D , 6 , - , 6 , 35 , - , - , D , D , 28 , 22 , D , 3 , - , 5 
Ukraine," 6,644 ", 6 , 23 , 38 , 6 , 945 , 53 , 72 , 7 , 5 , 239 , 85 , D , 11 , 30 , 538 , 34 , 19 , 13 , 37 , 7 , 4 , 87 , 203 , 157 , 79 , D , 79 , 6 , 27 , 28 , 15 , 272 , 10 ," 1,178 ", 133 , 5 , 249 , 24 , 331 , 304 , D , 10 , 122 , 14 , 34 , 85 , - , - , 12 , 3 , 116 , 796 , 3 , 38 , 4 , 45 
United Arab Emirates, 475 , D , - , 6 , D , 81 , D , 5 , D , D , 20 , 14 , - , D , - , 35 , D , D , 3 , D , D , 4 , 17 , 17 , 35 , 9 , D , 4 , - , D , D , D , 34 , - , 40 , 9 , - , 16 , 3 , D , 18 , - , D , D , - , D , 40 , - , - , D , - , 25 , 10 , - , D , - , 1 
United Kingdom," 9,049 ", 19 , 9 , 164 , 12 ," 1,815 ", 174 , 153 , 17 , 39 , 743 , 290 , - , 20 , 30 , 266 , 113 , 19 , 39 , 41 , 31 , 43 , 191 , 499 , 262 , 91 , 7 , 70 , 18 , 16 , 69 , 68 , 396 , 35 , 835 , 312 , 6 , 203 , 50 , 161 , 228 , 5 , 36 , 129 , 4 , 39 , 490 , D , 4 , 55 , 27 , 291 , 277 , 20 , 53 , 5 , 58 
United States, 84 , - , - , D , - , 17 , - , - , - , D , 6 , 3 , - , D , - , 4 , - , - , - , - , - , - , 6 , 4 , D , - , - , - , - , - , - , - , 6 , - , 9 , 3 , - , D , D , D , D , - , - , - , - , - , 7 , - , - , - , - , 3 , 3 , - , D , - , - 
Uruguay," 1,028 ", - , - , 7 , - , 63 , 3 , 22 , - , 6 , 282 , 50 , - , D , - , 13 , D , D , D , D , D , - , 21 , 72 , 7 , 5 , D , 4 , - , - , 7 , 4 , 198 , D , 97 , 21 , - , 4 , D , 3 , 16 , 9 , D , 18 , - , 5 , 24 , - , - , 13 , - , 25 , 4 , D , D , - , 7 
Uzbekistan," 1,498 ", D , - , 24 , - , 163 , 14 , 9 , D , D , 49 , 34 , - , D , 16 , 45 , 8 , 3 , 5 , 36 , D , - , 33 , 55 , 7 , 7 , - , 37 , D , D , 5 , D , 27 , D , 510 , 35 , D , 94 , 4 , 34 , 60 , - , D , 15 , - , 4 , 32 , - , - , 3 , D , 43 , 55 , - , D , D , 12 
Vanuatu, 4 , - , D , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
