Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Monaco, 3 , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Mongolia, 286 , - , D , D , - , 99 , 14 , - , - , D , 3 , - , - , D , D , 42 , 5 , - , - , - , D , - , 3 , - , D , D , D , 3 , - , - , 3 , - , 7 , - , 18 , D , - , - , D , - , 3 , - , - , D , - , - , D , - , - , 5 , - , 45 , 14 , - , 3 , - , - 
Montenegro, 227 , - , - , D , - , 10 , D , 4 , - , D , 3 , D , - , - , - , 11 , - , - , - , D , - , - , - , D , 48 , D , - , - , - , - , - , - , 8 , - , 127 , - , - , D , - , D , D , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Montserrat, 51 , - , - , D , - , D , - , - , - , D , 8 , D , - , - , - , - , - , - , - , - , - , - , - , 14 , - , - , - , - , - , - , - , - , D , - , 8 , D , - , - , D , - , D , - , - , D , - , - , D , - , 7 , - , - , D , - , - , - , - , - 
Morocco," 3,872 ", 14 , 3 , 28 , D , 239 , 57 , 73 , 17 , 17 , 371 , 80 , - , D , 3 , 170 , 23 , 17 , 11 , 28 , 15 , 5 , 67 , 469 , 31 , 50 , 13 , 17 , 3 , 3 , 19 , 12 , 253 , 3 , 522 , 147 , 4 , 116 , 26 , 16 , 186 , - , 19 , 28 , D , 32 , 147 , D , - , 5 , D , 426 , 44 , 3 , 16 , - , 16 
Mozambique, 48 , - , - , - , D , 5 , - , - , - , - , 4 , D , - , - , D , D , D , - , D , - , - , - , - , 3 , - , - , - , - , - , - , - , - , 4 , - , 7 , D , - , 3 , - , - , D , - , - , - , - , - , 7 , - , - , D , - , 3 , - , - , - , - , - 
Namibia, 42 , D , D , - , - , 4 , - , - , - , - , 5 , D , - , D , - , 3 , D , 3 , - , - , - , - , D , D , D , D , - , - , - , - , - , - , D , - , D , D , - , - , - , - , D , - , - , - , - , - , 4 , - , - , - , - , - , 6 , - , - , - , 1 
Nauru, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Nepal," 2,448 ", 10 , 7 , 17 , 3 , 334 , 116 , 67 , - , 3 , 49 , 44 , - , 4 , 5 , 55 , 13 , 20 , 13 , 26 , - , - , 157 , 142 , 24 , 33 , 4 , 7 , D , 21 , 9 , 30 , 40 , 7 , 331 , 35 , 3 , 14 , 13 , 30 , 27 , - , 3 , 11 , 4 , 6 , 280 , 4 , - , 7 , 4 , 333 , 55 , D , 20 , - , 4 
Netherlands, 919 , D , 4 , 20 , D , 171 , 33 , 21 , 3 , 7 , 71 , 25 , D , 8 , D , 22 , 4 , 4 , 3 , 3 , 3 , 7 , 16 , 36 , 35 , 14 , - , 9 , 4 , - , 7 , 4 , 31 , 5 , 60 , 18 , - , 20 , 6 , 16 , 29 , D , D , 4 , D , 8 , 70 , D , D , 14 , 6 , 34 , 34 , - , 9 , D , 8 
Netherlands Antilles, 76 , - , - , - , - , 5 , - , 3 , - , - , 17 , 5 , - , - , - , 3 , - , - , - , D , - , - , D , 3 , - , - , - , - , - , - , D , - , 6 , - , 13 , - , - , - , - , - , 4 , D , D , - , - , D , 5 , - , - , - , D , D , D , - , - , - , - 
New Caledonia, 7 , - , - , - , - , D , D , - , - , - , D , - , - , D , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
New Zealand, 563 , - , 7 , 19 , D , 133 , 22 , 4 , - , 3 , 25 , 10 , D , 12 , 5 , 10 , D , 7 , 4 , 3 , 4 , 3 , 8 , 18 , 7 , 4 , - , 5 , - , D , 10 , 4 , 16 , 4 , 24 , 9 , - , 13 , 5 , 18 , 11 , - , - , 6 , - , 5 , 25 , - , - , 22 , 3 , 18 , 42 , D , 6 , 3 , - 
Nicaragua," 5,870 ", 14 , D , 31 , 9 ," 1,189 ", 18 , 20 , 4 , 16 ," 3,020 ", 84 , - , 6 , D , 30 , 18 , 5 , 6 , 9 , 57 , D , 117 , 38 , 8 , 16 , 6 , 18 , - , 6 , 73 , D , 151 , 5 , 179 , 94 , - , 19 , 6 , 12 , 34 , 10 , D , 19 , - , 19 , 304 , 8 , - , 14 , - , 121 , 23 , D , 11 , - , 16 
Niger, 143 , D , - , 4 , D , D , D , D , - , - , 3 , 4 , - , - , - , D , 18 , - , - , D , - , - , 7 , 4 , 6 , - , - , - , - , D , - , - , 5 , - , 24 , 19 , - , 9 , - , - , 12 , - , - , D , - , D , 3 , D , - , - , - , 3 , D , - , D , - , 2 
Nigeria," 9,322 ", 53 , 8 , 98 , 23 , 759 , 66 , 78 , 52 , 91 , 264 , 620 , D , D , 7 , 516 , 102 , 24 , 37 , 31 , 46 , 4 ," 1,045 ", 263 , 136 , 201 , 16 , 87 , - , 12 , 26 , 13 , 650 , 6 , 980 , 164 , 4 , 177 , 74 , 19 , 218 , - , 58 , 69 , 4 , 92 ," 1,779 ", 3 , - , 7 , 3 , 176 , 53 , 3 , 54 , - , 47 
Northern Mariana Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Norway, 87 , - , D , D , - , 16 , 3 , 3 , - , - , 6 , D , - , - , D , - , - , - , D , - , D , - , D , D , D , D , - , - , D , - , D , D , 4 , D , 7 , - , - , - , D , D , 4 , D , 4 , - , - , D , 8 , - , - , - , - , 3 , 4 , - , D , - , - 
Oman, 48 , - , - , - , - , 4 , - , - , - , - , 4 , D , - , - , - , 5 , - , - , - , - , - , - , D , - , 8 , D , - , - , - , - , - , - , 3 , - , 5 , - , - , 3 , - , - , D , - , - , D , - , D , 9 , - , - , - , - , D , - , - , - , - , - 
Pakistan," 11,150 ", 45 , 3 , 95 , 43 ," 1,291 ", 53 , 155 , 23 , 8 , 426 , 349 , - , 6 , 4 , 779 , 79 , 27 , 32 , 41 , 56 , 4 , 371 , 183 , 234 , 70 , 15 , 80 , D , 10 , 57 , 21 , 772 , 16 ," 1,939 ", 206 , D , 135 , 81 , 29 , 292 , - , 16 , 27 , D , 87 ," 1,671 ", D , D , 44 , 3 ," 1,008 ", 130 , 13 , 75 , D , 39 
Palau, 72 , - , D , - , - , 7 , 7 , - , - , - , D , 3 , 6 , 5 , - , D , - , - , - , D , D , - , - , - , D , - , - , D , - , - , - , - , - , D , D , 3 , - , D , 3 , - , - , - , - , 5 , - , D , 3 , 6 , D , - , - , 3 , 4 , - , - , - , 2 
Panama," 1,532 ", 8 , 3 , 14 , 8 , 114 , 19 , 10 , D , 9 , 363 , 72 , - , 6 , D , 27 , 6 , 3 , 4 , 12 , 18 , - , 35 , 27 , 5 , 8 , 11 , 14 , D , 4 , 19 , 3 , 40 , 7 , 260 , 61 , - , 19 , 9 , 5 , 20 , 13 , D , 25 , D , 20 , 109 , D , D , 3 , 3 , 66 , 24 , D , 6 , - , 9 
Papua New Guinea, 16 , - , - , - , - , 3 , D , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , D , - , D , D , - , - , - , - , - , - , 3 , D , - , - , - 
Paraguay, 338 , - , - , 5 , - , 19 , D , 5 , - , D , 57 , 6 , - , D , - , 4 , - , D , 6 , D , D , - , 15 , 8 , D , 3 , - , 3 , - , - , 4 , D , 38 , D , 96 , D , - , - , D , D , 8 , D , - , D , - , D , 12 , - , - , 6 , - , 20 , D , - , - , - , 1 
Peru," 11,814 ", 22 , 7 , 71 , 19 ," 1,657 ", 102 , 285 , 17 , 29 ," 3,021 ", 224 , - , 22 , 20 , 184 , 56 , 4 , 21 , 33 , 22 , 7 , 333 , 199 , 41 , 55 , 20 , 31 , 6 , 14 , 89 , 13 ," 1,562 ", 15 ," 1,126 ", 205 , - , 92 , 49 , 38 , 166 , 35 , 17 , 62 , D , 50 , 448 , 13 , - , 180 , 16 , 912 , 107 , 21 , 37 , D , 36 
Philippines," 44,958 ", 118 , 322 , 722 , 122 ," 18,190 ", 203 , 294 , 87 , 60 ," 2,089 ", 378 , 612 ," 1,553 ", 72 ," 2,397 ", 269 , 91 , 114 , 162 , 122 , 26 , 807 , 301 , 386 , 291 , 100 , 196 , 52 , 44 ," 1,512 ", 41 ," 2,495 ", 112 ," 2,353 ", 434 , D , 340 , 178 , 243 , 410 , D , 59 , 335 , 28 , 272 ," 2,663 ", 74 , 48 , 122 , 11 ," 1,246 "," 1,313 ", 36 , 179 , 27 , 228 
Poland," 8,715 ", 6 , 5 , 77 , 6 , 338 , 102 , 474 , 11 , 4 , 337 , 51 , - , 5 , D ," 2,692 ", 27 , D , 10 , 8 , 8 , 11 , 54 , 224 , 163 , 25 , 3 , 33 , 4 , 8 , 53 , 13 ," 1,167 ", 10 ," 1,908 ", 65 , - , 73 , 4 , 16 , 206 , D , 23 , 35 , D , 29 , 106 , 3 , D , 13 , 6 , 99 , 88 , D , 61 , D , 39 
Portugal," 1,607 ", D , - , 9 , D , 135 , 3 , 89 , 3 , D , 74 , 6 , - , D , D , 9 , 3 , - , 3 , D , - , D , 20 , 345 , D , 3 , D , 3 , - , - , D , 11 , 548 , - , 108 , 12 , - , D , 4 , D , 31 , D , 90 , 4 , - , D , 10 , - , - , 5 , D , 36 , 5 , D , D , - , 13 
Qatar, 101 , - , - , D , - , 15 , D , - , D , D , 5 , - , - , - , - , 9 , D , D , D , D , - , D , D , 3 , D , - , - , 8 , - , - , D , - , 3 , - , 8 , 3 , - , D , - , - , 3 , - , - , - , - , - , 18 , - , - , - , - , 8 , D , - , D , - , - 
Romania," 4,253 ", 13 , D , 142 , 10 , 591 , 52 , 42 , 10 , 12 , 300 , 192 , D , 10 , 18 , 463 , 31 , 16 , 11 , 4 , 17 , 9 , 73 , 82 , 251 , 37 , D , 39 , D , 8 , 65 , 12 , 157 , 4 , 378 , 99 , - , 137 , 6 , 129 , 119 , D , 3 , 36 , 5 , 46 , 195 , 4 , D , 4 , 5 , 133 , 217 , 10 , 34 , D , 10 
Russia," 8,154 ", 28 , 59 , 96 , 12 ," 1,452 ", 168 , 90 , 17 , 20 , 547 , 142 , D , 16 , 40 , 315 , 44 , 18 , 31 , 55 , 7 , 17 , 170 , 339 , 92 , 137 , 5 , 83 , 12 , 16 , 71 , 48 , 367 , 18 ," 1,246 ", 165 , 6 , 190 , 39 , 220 , 311 , D , 19 , 56 , 5 , 59 , 244 , 3 , D , 43 , 7 , 243 , 643 , 10 , 67 , 3 , 36 
Rwanda, 285 , - , - , 12 , - , 13 , 16 , D , D , D , 5 , 11 , - , D , D , 8 , 8 , 5 , 4 , 6 , - , D , 9 , 5 , 13 , 7 , - , 3 , - , - , D , 9 , - , D , 30 , 6 , 3 , 17 , - , D , 4 , - , D , D , D , 9 , 39 , - , - , D , - , 10 , 8 , - , 3 , - , 2 
Saint Kitts-Nevis, 319 , D , - , D , - , D , - , 3 , - , - , 60 , 12 , - , - , - , D , - , - , D , - , D , - , 14 , 6 , 5 , - , D , - , - , - , D , - , 9 , - , 84 , 9 , - , 3 , D , - , 7 , 4 , D , 6 , - , 3 , 8 , D , 63 , D , - , 7 , - , - , D , - , 1 
Saint Lucia, 724 , D , - , D , - , 12 , D , 30 , - , D , 113 , 15 , - , D , - , 8 , D , - , 4 , D , D , D , 15 , 10 , D , D , - , D , - , - , 4 , - , 36 , D , 296 , 7 , - , D , 4 , D , 14 , - , 3 , 3 , - , D , 32 , D , 79 , - , - , 8 , - , - , 4 , - , 2 
Saint Vincent and the Grenadines, 511 , 4 , - , D , - , 11 , - , 4 , D , D , 40 , 16 , - , D , - , 8 , D , - , - , D , - , - , 11 , 14 , 5 , 3 , - , - , - , - , - , - , 29 , D , 309 , 6 , - , D , - , - , 7 , - , D , 7 , - , D , 6 , - , 4 , D , - , 7 , 3 , - , - , - , 3 
Samoa, 178 , D , 10 , D , - , 51 , - , - , - , - , D , D , - , 29 , D , D , - , - , D , - , - , - , D , - , - , D , - , 6 , - , - , 4 , - , D , D , D , - , - , - , D , 6 , - , - , - , - , - , - , D , D , - , 29 , - , - , 21 , - , - , - , 1 
San Marino, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - 
Sao Tome and Principe, D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Saudi Arabia, 779 , 6 , - , 12 , D , 120 , 7 , 4 , D , - , 29 , 8 , - , - , - , 62 , 9 , 5 , 6 , 3 , 4 , - , 11 , 26 , 39 , 15 , - , 11 , D , - , D , D , 42 , - , 66 , 22 , - , 31 , 9 , 6 , 25 , D , - , D , D , 6 , 99 , - , - , D , - , 60 , 10 , D , 9 , - , 3 
Senegal, 790 , 3 , D , 7 , - , 32 , 8 , 5 , D , 9 , 18 , 61 , D , - , - , 21 , 18 , D , 3 , 18 , 3 , - , 57 , 23 , 19 , 5 , D , 6 , - , 3 , 3 , - , 33 , D , 160 , 26 , - , 64 , D , 6 , 16 , - , 18 , 10 , - , 13 , 42 , - , D , D , D , 46 , 7 , - , 9 , - , 4 
Serbia, 109 , - , - , D , - , 8 , - , - , - , D , D , D , - , - , - , 70 , D , D , - , - , - , - , - , - , - , D , - , - , - , - , D , - , 5 , - , 3 , - , - , - , - , 3 , D , - , - , - , - , D , D , - , - , - , - , 6 , - , - , - , - , - 
Serbia and Montenegro 1," 2,012 ", D , 4 , 49 , D , 173 , 20 , 48 , D , 6 , 133 , 30 , - , 4 , 5 , 137 , 16 , 14 , 10 , 12 , 5 , 6 , 21 , 53 , 164 , 10 , D , 40 , D , D , 24 , 9 , 111 , 7 , 506 , 44 , 5 , 60 , 6 , 6 , 45 , D , D , 8 , D , 22 , 71 , - , - , 8 , 3 , 38 , 33 , D , 24 , D , 4 
Seychelles, 8 , - , - , - , - , D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , D , - , - , - , 1 
Sierra Leone," 1,861 ", D , - , 32 , D , 83 , 10 , 3 , 10 , 22 , 26 , 59 , - , D , - , 32 , 9 , 4 , 3 , D , 3 , - , 330 , 42 , 19 , 64 , - , 12 , - , D , D , 3 , 105 , 3 , 246 , 44 , 4 , 93 , D , 4 , 121 , - , 6 , 5 , - , 16 , 114 , D , - , 7 , - , 285 , 9 , D , 4 , - , 15 
Singapore, 293 , D , D , 10 , - , 70 , 4 , 4 , D , D , 10 , D , D , 3 , - , 15 , D , - , 4 , D , D , - , 7 , 5 , 7 , 3 , D , - , - , D , 3 , D , 7 , - , 17 , 5 , - , D , D , 3 , 9 , - , - , - , D , 3 , 38 , - , - , 7 , - , 15 , 18 , - , 6 , - , - 
Slovakia, 401 , - , D , 3 , - , 35 , 10 , 11 , D , - , 48 , 9 , D , D , D , 28 , D , D , - , D , - , - , 15 , 8 , 5 , D , - , D , D , - , - , - , 70 , 3 , 70 , D , - , 11 , D , - , 13 , - , - , 3 , - , 9 , 8 , - , - , - , - , 10 , 13 , - , 3 , - , 1 
Slovenia, 64 , - , - , D , - , 3 , 3 , - , - , D , 9 , 3 , - , D , - , D , D , D , - , - , - , D , - , D , D , - , - , 3 , - , - , 3 , - , 4 , - , 5 , 3 , - , 4 , - , D , - , - , - , D , D , - , D , - , - , 3 , - , D , D , - , D , - , - 
Solomon Islands, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - 
Somalia," 9,286 ", - , 11 , 259 , - , 347 , 231 , 21 , - , - , 11 , 192 , - , - , 28 , 164 , 18 , 61 , 87 , 143 , D , 262 , 30 , 209 , 50 ," 3,115 ", - , 172 , - , 219 , D , 11 , D , D , 214 , 47 , 92 ," 1,078 ", D , 192 , 63 , - , - , 6 , 23 , 201 , 266 , - , - , 101 , 51 , 195 , 996 , D , 71 , - , 38 
South Africa," 2,294 ", 8 , 7 , 50 , 16 , 383 , 69 , 34 , 8 , D , 218 , 144 , - , 8 , 8 , 75 , 13 , 5 , 29 , 15 , 9 , D , 47 , 72 , 40 , 19 , 7 , 30 , 10 , 8 , 22 , 7 , 74 , 14 , 128 , 84 , 3 , 49 , 15 , 26 , 57 , D , 6 , 27 , D , 45 , 193 , D , D , 33 , D , 74 , 64 , D , 21 , D , 8 
South Sudan, 81 , - , - , D , - , - , 3 , - , - , - , D , D , - , - , - , - , D , 8 , D , - , - , 4 , - , D , D , 9 , - , 5 , - , 14 , - , - , D , - , 3 , - , D , D , D , - , D , - , - , - , - , 5 , 7 , - , - , D , D , D , 3 , - , - , - , - 
"Soviet Union, former"," 2,610 ", 3 , 10 , 26 , 6 , 518 , 45 , 31 , D , 9 , 158 , 40 , - , 6 , 7 , 92 , 15 , 10 , 11 , 7 , 13 , D , 71 , 56 , 54 , 34 , 4 , 9 , 10 , D , 13 , 7 , 145 , 4 , 585 , 39 , - , 54 , 7 , 43 , 64 , - , 5 , 21 , 12 , 29 , 57 , - , - , 15 , 3 , 71 , 122 , D , 41 , D , 21 
Spain," 1,242 ", 4 , D , 17 , D , 173 , 21 , 7 , D , 8 , 255 , 30 , D , 9 , D , 23 , 7 , 3 , 3 , 3 , 6 , D , 20 , 39 , 18 , 11 , D , 4 , D , 4 , 12 , 8 , 106 , 5 , 138 , 22 , - , 13 , D , 5 , 30 , 35 , 4 , 13 , - , 6 , 54 , - , D , 10 , D , 44 , 25 , 3 , 13 , D , 15 
Sri Lanka," 1,146 ", 5 , D , 7 , 6 , 292 , 3 , 10 , - , 5 , 52 , 13 , - , 3 , 3 , 28 , 5 , 4 , D , 6 , 4 , D , 71 , 39 , 13 , 28 , D , 7 , - , 5 , 14 , D , 75 , D , 179 , 14 , - , 21 , 8 , 12 , 21 , D , - , 8 , D , 12 , 63 , - , - , D , D , 52 , 27 , - , 15 , - , 4 
Sudan," 2,291 ", 8 , 8 , 110 , D , 134 , 73 , 17 , D , 9 , 46 , 44 , - , - , 10 , 72 , 21 , 110 , 10 , 11 , 5 , 43 , 44 , 42 , 30 , 87 , 5 , 50 , D , 132 , 11 , 14 , 38 , D , 162 , 72 , 11 , 60 , 3 , 8 , 78 , - , D , 12 , 32 , 69 , 203 , D , - , 48 , 5 , 231 , 74 , - , 15 , - , 17 
Suriname, 189 , D , - , - , - , 10 , D , D , - , - , 54 , 9 , - , - , - , D , - , - , - , - , D , - , D , D , D , D , - , D , - , D , D , - , 10 , - , 70 , 4 , - , - , D , - , 4 , - , - , 4 , - , D , 3 , - , - , - , - , D , D , - , - , - , - 
Swaziland, 10 , - , - , - , - , D , - , - , - , D , D , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , - , - 
Sweden, 798 , 3 , 9 , 13 , D , 182 , 25 , 13 , D , 3 , 83 , 18 , - , 8 , 4 , 22 , 10 , D , 6 , 3 , 3 , 5 , 6 , 23 , 12 , 17 , D , 4 , D , D , 8 , 7 , 34 , 5 , 66 , 19 , D , 10 , 3 , 12 , 12 , - , - , 7 , - , 6 , 42 , - , - , 10 , D , 23 , 33 , D , 14 , - , 2 
Switzerland, 427 , D , - , 8 , D , 97 , 11 , 8 , D , - , 40 , 11 , D , 6 , - , 14 , 7 , D , - , D , D , 3 , 9 , 17 , 6 , 4 , D , D , D , - , 5 , D , 13 , D , 40 , 16 , - , D , - , 7 , 6 , - , - , 5 , - , 3 , 23 , D , - , D , 5 , 23 , 12 , - , 6 , D , 1 
Syria," 1,814 ", 4 , - , 18 , D , 497 , 11 , 18 , D , 3 , 117 , 23 , - , - , - , 146 , 13 , D , 8 , 3 , 4 , D , 27 , 60 , 90 , 13 , 4 , 9 , - , 3 , 3 , D , 121 , 8 , 187 , 15 , D , 60 , 15 , 10 , 108 , 4 , 6 , 7 , D , 13 , 90 , - , - , 3 , D , 42 , 15 , 9 , 7 , - , 11 
Taiwan," 4,573 ", 13 , 6 , 34 , 9 ," 2,125 ", 38 , 15 , 4 , 7 , 101 , 86 , 10 , 32 , 4 , 91 , 25 , 13 , 8 , 13 , 12 , 6 , 81 , 91 , 34 , 21 , 7 , 33 , D , 3 , 31 , 6 , 194 , 9 , 353 , 56 , D , 67 , 21 , 37 , 62 , - , D , 11 , D , 19 , 420 , - , - , 30 , 5 , 118 , 172 , D , 20 , D , 10 
Tajikistan, 142 , D , - , D , - , 17 , 5 , - , - , 3 , D , - , - , D , - , D , - , - , D , - , - , - , D , D , - , D , - , 4 , - , 9 , - , - , 4 , D , 44 , - , - , - , D , 11 , D , - , - , D , D , D , 4 , - , - , D , - , 7 , 9 , - , D , - , 1 
Tanzania, 543 , 10 , - , 6 , D , 35 , 7 , 5 , 3 , 5 , 29 , 38 , - , - , - , 14 , 5 , D , 17 , D , - , - , 44 , 32 , 13 , 18 , - , 12 , - , D , - , 3 , 19 , 6 , 25 , 12 , - , 25 , 3 , 6 , 15 , - , 3 , 7 , - , 4 , 65 , - , - , D , D , 19 , 23 , - , 3 , - , 2 
Thailand," 6,585 ", 22 , 95 , 61 , 19 ," 2,717 ", 51 , 31 , 8 , 6 , 288 , 88 , 8 , 46 , 11 , 113 , 24 , 20 , 37 , 14 , 20 , 9 , 103 , 147 , 72 , 485 , 11 , 30 , 3 , 8 , 115 , 19 , 74 , 10 , 200 , 131 , D , 73 , 50 , 69 , 92 , - , 18 , 18 , 3 , 30 , 258 , 4 , D , 32 , 11 , 235 , 197 , 5 , 360 , D , 30 
Togo," 1,448 ", 13 , D , 30 , D , 30 , 18 , 21 , 3 , 17 , 20 , 78 , - , D , - , 148 , 15 , 11 , 10 , 8 , 4 , 4 , 222 , 14 , 7 , 95 , - , 6 , - , 87 , 3 , 4 , 59 , - , 170 , 64 , D , 23 , 5 , 6 , 49 , - , 3 , 16 , D , 10 , 38 , D , - , 9 , 4 , 88 , 5 , - , 11 , - , 10 
Tonga, 306 , - , D , 13 , - , 134 , D , - , - , - , D , D , - , 29 , D , D , - , - , - , - , - , - , - , D , - , - , - , D , - , - , 6 , - , - , - , D , D , - , - , D , 9 , - , - , - , D , - , D , 11 , - , - , 69 , - , D , 18 , - , D , D , - 
Trinidad and Tobago," 5,596 ", 12 , D , 17 , 9 , 104 , 7 , 50 , 20 , 24 , 909 , 170 , - , 7 , D , 64 , 14 , D , 4 , 9 , 19 , D , 253 , 132 , 15 , 26 , 6 , 9 , - , D , 9 , D , 435 , 4 ," 2,595 ", 58 , D , 32 , 11 , 6 , 165 , D , 10 , 35 , - , 11 , 170 , 8 , 20 , 3 , - , 91 , 19 , D , 5 , D , 17 
Tunisia, 345 , D , - , 4 , - , 47 , 7 , 5 , D , 5 , 32 , 6 , - , - , D , 17 , 4 , - , - , D , D , - , 10 , 10 , 15 , 5 , - , D , - , D , 4 , - , 12 , D , 51 , 8 , D , 3 , D , D , 18 , - , - , 4 , - , 8 , 10 , - , - , - , - , 35 , 7 , - , D , - , - 
Turkey," 3,329 ", 17 , 4 , 27 , 5 , 430 , 34 , 69 , 19 , 20 , 247 , 86 , - , D , - , 127 , 18 , 7 , 14 , 12 , 16 , D , 98 , 103 , 29 , 24 , 7 , 17 , 4 , 8 , 19 , 10 , 472 , - , 594 , 61 , - , 62 , 16 , 14 , 99 , D , 7 , 16 , D , 20 , 160 , D , - , 8 , 7 , 208 , 66 , 4 , 21 , - , 17 
Turkmenistan, 136 , - , - , 4 , D , 34 , - , - , - , - , 6 , D , - , D , - , 7 , - , - , - , D , - , - , - , 3 , 5 , - , - , D , - , - , D , - , 3 , - , 26 , - , - , D , - , D , 5 , - , D , D , - , D , 6 , - , - , D , - , 5 , 7 , - , 7 , - , 1 
Turks and Caicos Islands, 49 , - , - , - , - , - , - , - , - , - , 41 , D , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , D , D , - , D , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - 
Uganda, 820 , 4 , D , 9 , D , 107 , 20 , 5 , D , D , 33 , 26 , - , D , - , 33 , 7 , 3 , D , 4 , D , - , 53 , 187 , 15 , 23 , - , D , D , D , 3 , 3 , 34 , D , 24 , 13 , D , 16 , 6 , 5 , 24 , - , D , 10 , D , 8 , 48 , - , - , D , - , 45 , 18 , - , 7 , - , 3 
Ukraine," 9,459 ", 15 , 50 , 52 , 5 ," 1,830 ", 108 , 114 , 10 , 9 , 422 , 124 , - , 4 , 41 , 591 , 33 , 18 , 21 , 54 , 6 , 11 , 105 , 265 , 148 , 114 , 4 , 113 , 11 , 38 , 36 , 19 , 416 , 9 ," 1,527 ", 192 , 3 , 269 , 22 , 448 , 458 , D , 10 , 84 , 25 , 60 , 132 , 4 , - , 16 , 5 , 117 ," 1,220 ", D , 47 , 4 , 16 
United Arab Emirates, 431 , - , - , 6 , D , 53 , 3 , 5 , D , D , 23 , 6 , - , - , - , 29 , D , D , D , D , 4 , D , 7 , 3 , 20 , 13 , - , 6 , D , - , 3 , - , 27 , D , 43 , 7 , D , 20 , D , D , 12 , - , - , 3 , - , 5 , 81 , - , D , - , - , 21 , 7 , - , D , - , 2 
United Kingdom," 9,145 ", 42 , 14 , 182 , 25 ," 1,559 ", 199 , 193 , 28 , 45 ," 1,002 ", 289 , 3 , 30 , 26 , 295 , 81 , 28 , 33 , 30 , 31 , 42 , 180 , 383 , 205 , 84 , 19 , 67 , 9 , 15 , 96 , 52 , 409 , 33 , 693 , 264 , 4 , 146 , 48 , 131 , 275 , 7 , 38 , 117 , 7 , 92 , 723 , 8 , 7 , 55 , 30 , 364 , 286 , 12 , 64 , 8 , 37 
